age,gender,covid_distancing,covid_masks,vaccinated,self_rated_mental_4,ethnicity,hours,work_location,income,educational_attainment,occupation
1,1,1,2,0,1,6,8,3,2,3,1
1,1,2,2,0,1,3,35,2,0,3,2
2,1,2,2,2,1,6,20,2,0,3,2
1,2,1,2,1,0,3,30,2,1,2,5
0,1,2,2,2,1,3,3,2,0,3,2
0,1,1,1,1,1,4,25,2,0,1,4
0,1,1,2,1,0,3,30,2,1,2,3
1,1,2,2,2,1,6,9,2,1,3,2
0,1,2,2,2,1,1,64,1,3,2,1
0,2,1,1,1,1,2,5,2,0,3,3
1,1,1,2,0,1,6,8,3,2,3,1
3,1,2,2,1,1,6,40,3,2,3,1
1,2,1,1,1,1,6,5,3,1,3,2
0,2,2,1,1,1,6,36,2,0,2,7
1,1,1,2,0,1,6,48,1,1,2,5
1,2,1,1,2,1,2,50,2,0,2,1
1,1,2,2,0,0,6,50,3,3,3,2
1,1,1,1,2,1,6,50,2,1,3,8
1,2,2,1,1,1,6,6,2,0,3,6
0,1,1,2,0,1,6,10,2,2,3,1
0,2,0,2,2,1,6,8,2,2,2,8
1,1,1,0,2,1,4,30,2,0,2,3
1,1,1,2,0,1,6,8,3,2,3,1
1,1,2,2,0,1,1,30,1,0,1,5
2,2,2,2,1,1,6,8,2,0,3,5
1,1,2,2,2,1,1,5,2,2,3,4
2,2,2,2,1,0,3,37.5,2,2,3,4
1,2,1,2,1,1,3,25,2,1,2,2
1,2,1,1,2,1,6,26,2,2,2,2
1,1,1,2,1,1,1,6,3,1,2,7
1,2,1,2,1,1,6,7,2,1,3,1
0,1,1,2,0,1,6,40,2,1,2,6
0,1,1,2,1,1,6,6,2,0,2,6
0,2,2,2,2,1,6,40,2,0,1,2
1,2,1,1,1,1,6,48,2,1,2,10
4,2,1,2,1,1,6,2,3,1,2,3
1,1,1,2,0,1,6,48,1,1,2,5
1,1,2,2,2,1,1,4,2,0,3,4
1,1,2,2,2,1,6,25,2,3,2,2
2,2,2,2,1,0,6,50,2,3,2,2
1,1,2,2,1,0,6,12,3,1,3,9
3,2,2,2,0,0,6,40,2,1,3,1
1,2,1,1,2,1,4,5,2,0,2,4
1,1,1,2,2,1,1,4,2,2,3,4
1,1,1,2,0,1,6,8,3,2,3,1
0,1,1,2,1,1,5,40,2,1,3,7
0,1,2,2,2,1,6,30,2,3,2,3
0,2,2,1,1,1,4,8,2,1,2,7
1,1,2,2,0,1,6,4,2,2,3,1
0,2,2,2,1,1,6,6,2,1,3,2
0,2,1,1,1,1,1,8,2,0,2,1
0,1,1,1,2,1,3,28,2,2,2,7
0,2,1,1,0,1,6,5,2,0,3,5
0,2,1,1,0,1,6,5,2,0,3,5
0,2,1,1,0,1,6,5,2,0,3,5
3,1,1,2,1,1,4,35,2,1,2,4
0,2,2,2,1,1,6,4,2,0,2,5
2,1,1,2,1,0,6,40,2,1,3,1
0,1,1,2,0,1,6,9,2,1,3,5
1,3,2,2,2,1,2,12,2,1,3,8
2,1,1,2,1,1,6,5,2,0,3,7
0,1,2,2,1,0,2,60,3,3,3,5
0,2,1,1,1,1,6,10,2,1,2,5
0,1,1,2,1,1,6,7,2,0,3,3
1,1,2,2,1,1,3,6,2,2,3,9
0,2,1,2,0,1,6,6,2,0,3,8
2,2,0,2,0,0,6,60,2,2,2,10
0,2,1,2,0,1,6,6,2,0,3,8
0,2,1,2,0,1,6,6,2,0,3,8
0,2,1,2,0,1,6,6,2,0,3,8
0,2,1,2,0,1,6,6,2,0,3,8
0,2,1,2,0,1,6,6,2,0,3,8
0,2,1,2,0,1,6,6,2,0,3,8
0,1,1,1,1,1,6,30,2,2,3,5
3,1,2,2,2,1,6,3,2,2,2,3
0,1,1,2,2,1,3,40,2,2,2,7
1,2,2,2,1,1,4,33,2,0,2,5
1,2,2,1,1,1,3,40,2,1,1,10
2,2,2,2,1,0,6,35,2,1,3,1
1,2,2,1,1,0,1,6,2,1,2,4
0,1,1,2,1,1,4,30,2,1,2,3
0,1,2,2,0,1,6,48,2,0,2,4
0,1,1,2,1,1,6,7,2,0,3,4
0,1,2,1,2,1,1,3,2,0,2,3
0,1,2,2,1,1,3,35,2,3,3,3
0,2,2,2,0,1,5,20,3,0,3,1
0,2,1,2,0,0,6,16,1,1,3,1
1,2,1,1,1,1,2,10,2,1,3,3
1,2,2,2,2,1,6,2,2,0,1,5
1,1,1,2,1,1,6,40,2,2,2,2
1,1,1,2,1,1,6,40,2,2,2,2
1,2,2,2,1,1,6,35,2,1,3,4
2,1,1,2,1,1,2,38,2,1,2,3
1,1,1,2,1,1,6,3,2,1,2,4
2,1,1,1,0,1,6,50,2,3,3,5
3,1,1,2,2,1,2,30,2,1,3,3
1,1,1,2,1,1,5,8,2,0,1,3
1,2,2,2,1,1,2,30,2,3,3,5
0,1,2,1,2,0,4,28,2,1,3,4
0,2,2,2,1,1,3,6,2,2,2,6
3,1,1,2,1,1,5,35,2,0,2,7
1,1,0,1,2,1,1,5,2,0,2,7
1,1,1,1,1,1,6,5,2,3,3,10
0,2,2,1,1,1,1,40,2,1,3,5
1,1,1,2,1,1,1,20,2,2,2,8
2,2,2,2,2,0,6,40,3,2,3,1
4,2,2,2,1,1,6,20,3,3,3,1
0,1,1,1,1,1,6,10,2,1,2,3
1,2,0,2,1,1,6,49,2,0,2,4
0,2,2,2,1,1,1,34,2,0,2,5
0,1,1,2,0,1,1,33,2,2,3,5
0,1,1,2,0,0,6,15,2,3,1,1
0,1,2,2,2,1,1,8,2,0,2,2
3,2,2,2,1,0,6,37.5,2,1,2,3
0,2,2,2,1,1,6,8,1,0,2,5
0,2,2,1,1,1,6,3,2,2,3,2
1,2,2,2,0,1,6,65,2,0,3,4
0,1,2,2,1,1,6,45,2,1,3,3
1,2,2,1,2,1,2,3,2,0,2,4
0,3,1,2,2,1,6,30,2,2,3,4
0,1,1,2,1,1,6,8,2,3,2,3
1,1,1,2,2,0,1,25,2,0,1,8
0,1,2,2,2,1,6,25,2,3,2,1
1,1,1,2,1,1,1,4,2,0,2,7
1,2,1,2,0,0,2,30,2,2,3,5
1,2,2,2,0,1,6,40,1,1,1,1
2,1,1,2,2,1,6,40,2,2,2,4
0,1,1,1,1,1,6,30,2,2,3,5
0,1,1,1,1,1,6,30,2,2,3,5
0,1,1,1,1,1,6,30,2,2,3,5
0,1,1,1,1,1,6,30,2,2,3,5
0,1,1,1,1,1,6,30,2,2,3,5
0,1,1,1,1,1,6,30,2,2,3,5
0,1,1,1,1,1,6,30,2,2,3,5
0,1,2,2,2,1,6,24,2,3,3,4
0,1,1,1,1,1,6,30,2,2,3,5
0,1,1,2,1,1,1,2,2,0,3,4
0,1,1,1,1,1,6,30,2,2,3,5
0,2,2,2,1,1,6,40,2,2,3,2
1,2,1,1,1,1,6,40,2,1,3,1
1,1,0,0,2,1,6,6,2,1,2,6
3,2,2,2,0,0,5,2,3,2,2,8
1,2,1,2,1,1,6,8,2,0,3,6
1,2,1,2,1,1,6,8,2,2,3,6
1,2,1,2,1,1,6,8,2,1,3,6
1,1,2,2,1,1,6,56,2,2,3,1
1,1,1,1,1,1,6,6,2,1,3,4
1,1,1,2,2,1,1,15,2,1,2,5
1,1,2,1,1,1,6,8,2,2,3,1
0,1,2,2,1,0,6,40,1,1,2,2
1,1,2,2,1,1,5,26,2,2,1,4
1,1,1,2,1,0,2,35,2,2,3,10
1,3,2,2,0,0,6,55,2,0,2,2
1,1,1,1,1,0,5,35,2,1,2,8
1,1,2,1,2,0,2,40,2,1,3,1
1,2,2,2,2,1,6,8,2,0,2,2
1,1,2,2,2,1,6,9,2,1,3,2
1,1,2,2,2,1,6,9,2,1,3,2
1,1,2,2,1,1,1,36,3,1,2,6
1,2,1,2,0,0,6,40,3,1,3,9
2,1,1,2,1,1,6,40,2,1,2,7
0,1,2,1,1,1,1,40,2,1,3,5
1,1,2,2,1,0,5,20,2,1,3,4
1,1,2,2,2,1,1,2,2,0,2,3
1,1,2,2,1,1,6,30,2,3,3,9
1,1,2,2,1,1,2,35,2,1,2,2
3,1,0,0,0,1,6,40,1,2,1,2
0,2,1,2,2,1,6,40,2,1,1,5
0,1,1,2,1,1,2,5,2,1,3,4
2,2,1,2,2,0,6,40,2,3,2,7
0,1,2,2,1,0,6,40,2,0,2,5
0,2,2,1,1,1,6,3,2,2,3,2
1,1,2,1,1,1,6,8,2,1,3,1
3,1,0,0,0,1,6,45,1,1,2,8
0,2,1,2,1,1,6,5,2,1,1,5
0,1,2,2,2,1,3,30,3,0,3,2
0,2,1,2,1,1,6,5,2,1,1,5
0,1,2,2,0,1,6,36,2,0,2,3
0,1,1,2,2,1,5,12,2,0,2,7
1,1,1,2,1,1,6,30,2,1,3,9
0,2,2,2,1,1,2,9,2,1,2,8
4,1,1,0,1,1,6,20,3,1,2,3
4,2,1,2,1,0,6,25,1,0,1,6
3,2,2,2,1,0,6,30,3,3,3,1
2,2,1,2,1,0,6,55,2,3,2,5
0,1,2,2,1,1,3,9,2,0,3,4
1,2,2,1,1,1,6,48,2,3,3,2
0,1,2,2,1,1,3,9,2,0,3,4
1,1,2,2,2,1,6,40,2,1,2,5
0,1,2,2,2,1,6,6,2,0,1,5
0,1,1,1,1,1,6,38,2,2,3,6
0,1,2,2,0,1,6,8,2,0,1,6
0,2,2,2,2,1,5,7,2,0,1,4
1,2,2,2,1,1,2,35,2,3,3,10
1,2,0,2,1,1,2,2,2,0,2,3
0,2,1,2,1,1,6,30,2,3,3,3
0,2,1,2,1,1,6,30,2,3,3,3
0,1,2,2,1,0,6,3,2,2,3,2
0,1,2,2,1,0,6,3,2,2,3,2
0,3,1,2,0,1,6,6,2,2,2,2
2,1,0,0,0,1,5,60,2,3,2,2
0,1,1,2,1,0,6,5,2,1,3,5
1,2,2,2,1,1,5,40,2,0,2,2
0,1,1,2,1,1,6,7,2,0,3,4
0,2,1,2,1,1,6,10,2,0,2,7
0,1,2,1,2,1,3,30,3,0,3,2
0,1,2,2,1,1,6,40,2,0,1,5
1,1,2,1,2,0,5,15,2,0,3,7
2,2,2,2,1,0,6,35,3,1,2,1
4,2,1,2,1,0,6,20,3,1,3,2
0,2,2,2,1,1,1,20,2,1,3,1
0,2,2,1,0,1,2,40,3,0,2,5
1,2,2,2,0,1,1,40,2,1,3,2
1,1,1,2,1,0,6,35,2,1,2,3
3,2,2,2,1,1,6,35,3,1,2,1
1,2,2,2,1,1,6,20,2,3,3,5
0,1,1,2,1,1,6,30,2,1,3,4
0,1,1,2,1,1,5,6,2,0,2,5
2,2,2,2,1,1,6,5,3,2,1,3
4,2,2,2,1,0,6,37.5,2,2,1,4
2,3,0,1,0,1,2,6,1,3,3,10
0,2,1,2,1,1,6,10,2,0,3,7
0,2,1,1,1,1,1,28,2,1,2,1
1,2,2,2,2,1,2,2,2,0,2,3
3,1,2,1,1,0,2,50,3,3,3,7
0,2,2,2,1,1,6,8,3,2,3,2
0,1,2,2,0,1,6,40,2,0,3,2
2,2,2,1,0,1,6,20,2,0,2,8
1,1,1,2,1,1,6,10,2,1,2,4
1,1,1,2,1,1,6,30,2,0,3,9
0,2,2,2,2,1,6,35,2,2,2,4
1,1,2,1,1,1,2,15,2,1,3,5
2,2,2,1,1,1,4,5,2,1,2,1
4,1,1,2,1,1,6,30,2,1,2,2
3,1,1,2,1,1,6,32,1,1,1,5
0,2,2,2,1,0,6,2,3,2,1,5
0,1,2,2,2,1,6,35,2,0,3,2
0,2,1,2,1,1,3,6,2,3,2,5
2,1,1,1,0,1,6,40,3,1,2,2
2,2,1,2,0,0,6,32,2,1,1,1
0,1,1,2,0,1,6,40,2,2,3,3
0,1,1,1,2,1,6,3,2,2,3,6
1,2,2,1,0,0,3,40,2,1,2,3
2,2,2,1,1,1,6,5,2,1,3,1
3,1,2,2,1,0,6,40,2,0,1,2
0,2,2,2,1,1,6,8,2,0,2,5
3,1,1,1,1,1,6,7,2,1,1,10
1,2,1,2,1,1,6,24,2,1,2,3
0,1,2,2,1,0,2,40,1,1,3,5
0,1,0,0,0,1,6,9,2,2,3,4
0,3,2,2,1,1,2,4,2,0,3,5
0,1,1,2,1,1,6,5,2,0,3,3
2,1,2,1,1,1,3,15,2,2,3,8
0,1,1,2,1,1,6,30,2,2,3,3
4,2,2,1,0,1,6,40,2,3,2,3
2,2,2,2,1,1,6,32,2,1,2,1
0,1,1,2,1,1,6,25,2,1,3,1
2,2,2,2,1,1,6,40,2,2,3,1
3,1,2,2,1,1,2,13,2,2,3,9
0,2,1,1,1,1,6,37,2,1,3,1
1,1,1,1,1,1,3,35,2,1,2,7
1,2,2,2,2,1,6,40,2,0,2,2
0,2,1,2,2,1,6,25,2,2,3,3
0,1,2,1,2,1,1,3,2,0,2,3
1,1,2,1,1,1,6,9,2,2,3,6
2,2,1,2,1,1,6,37,3,0,3,3
4,2,2,2,1,0,5,24,1,1,2,1
1,2,2,2,0,1,6,40,2,3,3,4
0,1,2,2,1,1,3,40,2,1,1,3
1,2,2,2,1,1,6,30,2,3,3,1
1,2,2,1,1,1,3,6,2,0,2,1
2,1,1,1,1,0,6,20,3,1,3,5
0,2,1,2,2,1,4,5,2,0,2,2
1,2,1,2,1,1,6,8,2,1,2,6
4,2,2,2,1,0,6,32.5,3,2,3,1
3,2,2,2,1,0,6,35,3,0,2,1
0,1,0,1,1,1,6,35,2,2,2,1
4,2,2,2,1,1,6,32.5,3,1,2,4
0,1,1,1,1,1,3,4,3,0,2,5
3,2,2,2,1,1,6,40,1,1,1,1
3,2,2,2,1,1,6,35,2,2,3,4
1,1,1,2,1,1,6,3,2,1,2,4
1,1,1,2,1,1,6,3,2,1,3,4
1,1,1,2,1,1,6,3,2,1,3,4
1,2,2,2,1,1,5,25,2,1,3,6
4,1,1,1,1,0,6,3,3,2,3,1
0,1,1,2,1,0,2,40,3,1,3,1
1,2,1,2,2,1,6,8,2,1,3,5
0,1,1,1,2,1,6,35,2,2,3,5
2,2,2,2,2,0,6,20,2,0,2,1
1,1,1,0,2,0,2,4,2,0,2,3
0,2,1,2,1,1,6,6,2,0,2,2
0,1,2,2,0,0,6,30,1,2,1,5
2,2,2,2,0,1,6,50,1,2,1,5
0,2,2,2,1,1,6,14,2,1,2,4
1,1,2,2,2,1,6,30,2,0,3,6
1,2,1,0,2,1,6,40,2,1,2,1
1,1,2,2,1,1,6,35,2,2,3,2
1,1,1,2,0,1,2,50,2,1,3,9
2,1,1,1,2,1,6,28,3,1,3,4
4,1,2,2,1,0,6,37.5,3,2,3,1
4,2,1,2,1,0,6,25,3,1,3,5
0,1,1,1,2,1,6,5,2,1,2,10
1,1,2,2,1,1,6,56,2,3,3,7
1,1,1,2,1,0,5,10,2,0,1,6
1,2,1,0,2,1,6,42,2,1,3,2
1,2,1,2,0,0,6,40,2,3,3,4
3,2,1,2,1,0,6,20,2,1,3,3
0,2,1,2,0,1,5,15,1,0,3,5
1,2,1,2,1,1,6,40,3,3,3,6
2,2,2,2,0,0,6,6,1,0,1,5
1,3,2,2,0,1,2,8,2,1,3,6
4,1,1,1,0,1,6,40,1,1,3,8
4,1,2,2,2,0,6,2,1,1,2,10
2,1,2,1,2,0,6,35,1,0,1,4
2,3,2,2,1,1,5,35,2,2,3,1
0,1,2,2,2,1,6,60,2,1,2,7
3,2,2,2,1,0,3,40,1,0,2,4
3,1,0,1,0,1,6,40,1,1,1,8
4,1,1,1,1,1,6,10,2,1,3,7
0,1,0,1,1,1,6,30,2,1,2,3
0,1,2,1,1,1,6,6,2,1,2,5
0,1,1,1,1,1,6,8,2,1,3,7
1,2,2,2,0,0,6,40,3,2,3,1
2,2,1,2,1,1,6,2,2,1,2,1
3,2,2,2,1,1,6,35,1,2,3,1
1,1,2,2,0,0,4,8,2,0,2,10
2,2,1,2,1,1,6,35,2,1,2,5
3,3,0,1,0,1,5,20,1,1,3,1
0,2,2,2,0,0,6,16,1,2,3,1
0,1,2,2,1,1,3,5,2,2,2,1
1,1,2,2,1,0,1,60,2,1,1,5
0,2,2,2,1,1,6,35,2,2,3,5
1,1,1,1,2,0,6,33,2,1,3,7
4,2,2,2,0,1,6,40,1,1,3,5
1,1,1,2,2,1,1,15,2,1,2,5
1,1,2,1,1,1,6,9,2,1,3,6
3,2,1,2,1,1,6,50,2,3,3,1
0,2,2,2,1,1,6,30,2,3,3,3
1,2,1,2,0,0,6,50,2,0,3,4
1,1,1,2,1,1,6,80,2,0,2,4
0,1,1,1,2,1,6,25,2,0,2,2
0,1,2,2,1,0,6,5,3,3,1,6
3,1,1,2,1,0,6,40,1,2,1,8
0,2,2,2,1,0,5,32,1,1,3,4
1,1,2,2,1,1,4,48,2,3,3,2
0,1,1,2,1,1,2,3,2,0,2,7
2,2,2,2,1,1,6,10,3,0,3,1
0,2,1,2,2,1,6,30,2,1,3,2
4,1,1,1,1,0,6,70,3,0,3,10
1,2,0,1,2,1,6,7,2,1,3,10
3,1,1,2,0,1,3,30,2,1,3,4
0,2,1,2,1,1,1,30,2,3,3,4
1,1,1,1,2,1,6,20,2,2,2,5
1,1,2,2,1,1,6,7,2,2,3,8
0,2,2,0,0,0,5,37.5,1,0,2,5
0,2,1,2,1,1,6,5,2,1,1,5
4,2,1,2,2,1,6,20,3,2,3,4
1,1,2,2,2,1,2,6,2,3,3,10
2,2,1,2,1,0,6,40,2,2,3,1
0,2,1,2,1,1,1,40,2,1,3,5
2,2,2,2,2,1,6,19,2,2,1,4
0,2,0,1,0,0,5,16,1,0,1,5
0,2,1,2,1,1,5,8,2,0,2,4
0,1,1,2,1,1,5,30,2,0,3,7
1,1,2,1,2,1,6,30,2,3,2,3
0,1,1,0,1,1,6,35,2,1,3,7
1,2,2,2,1,1,6,48,2,2,3,2
2,2,1,2,0,1,6,40,1,1,1,4
2,1,2,2,1,1,3,7,2,0,3,4
4,1,2,2,1,0,6,6,1,0,2,5
1,2,2,2,1,0,6,40,1,0,3,2
0,1,1,2,1,1,6,35,2,3,3,3
3,2,2,2,1,0,6,25,3,0,3,1
2,1,2,2,0,1,6,20,2,0,1,5
0,1,2,1,1,1,1,40,2,1,3,5
4,2,2,2,1,1,2,20,3,2,3,2
0,2,2,2,1,1,6,45,3,1,3,1
1,2,2,2,1,0,6,35,2,2,3,1
4,2,2,2,1,1,6,40,2,2,2,2
0,1,1,0,1,1,6,5,2,0,3,2
3,2,1,2,2,1,6,35,2,2,3,4
0,1,1,2,0,1,6,10,2,2,3,1
3,2,1,1,0,1,5,40,1,3,2,5
0,1,2,1,1,1,5,39,3,1,3,8
0,1,2,2,1,1,1,10,2,1,2,5
3,2,1,2,1,1,6,5,2,0,3,4
0,1,1,2,2,1,6,20,2,2,3,3
4,1,2,2,0,0,6,45,2,2,1,10
1,2,2,2,2,1,6,8,2,0,2,5
0,1,2,2,2,1,6,35,2,3,3,7
3,2,1,2,1,0,6,40,1,2,3,1
1,2,2,2,1,1,3,8,2,2,2,3
4,2,2,2,2,1,6,37,3,1,2,3
4,1,2,1,1,0,6,5,3,0,3,1
4,2,2,2,1,1,6,15,2,2,3,1
1,2,2,2,0,1,6,40,2,0,3,2
0,1,1,2,1,1,6,6,2,1,2,10
0,1,0,1,1,1,6,30,2,1,2,3
3,1,2,2,1,0,6,40,2,3,3,3
0,1,1,1,0,1,4,8,2,1,2,8
1,2,2,2,0,1,6,28,3,1,3,4
4,1,2,2,1,1,6,10,3,0,3,1
0,2,1,2,1,1,6,35,2,2,2,5
0,2,2,2,0,1,6,2,3,2,1,1
1,1,2,2,1,0,2,49,1,1,3,1
1,1,2,1,1,1,6,15,2,1,3,1
3,2,1,2,0,0,6,50,3,1,3,2
0,1,2,2,0,1,2,40,3,2,3,3
1,1,2,2,0,1,6,37.5,3,3,3,1
4,1,1,2,2,1,5,2,3,2,3,1
3,2,2,2,1,0,3,35,1,1,2,5
0,1,0,2,1,1,2,40,2,0,1,5
0,3,1,2,0,1,6,6,2,2,2,2
2,1,2,2,1,1,2,37.5,3,0,1,5
3,1,0,1,2,0,6,40,2,2,2,5
3,1,2,2,1,0,6,40,3,1,3,1
2,1,2,2,1,1,6,30,2,0,1,2
0,2,1,1,0,0,6,4,2,0,1,1
2,1,1,1,1,0,6,40,1,1,3,5
0,1,2,1,1,1,5,5,2,0,2,3
0,1,1,2,1,1,6,6,2,1,2,10
4,2,1,1,0,0,6,50,2,1,1,2
0,2,1,2,2,1,1,8,2,1,1,1
4,2,1,2,2,1,6,26,1,2,3,4
0,1,2,2,1,1,6,3,2,0,3,1
0,1,2,2,1,1,6,3,2,0,3,1
2,2,2,2,1,0,6,20,3,1,3,6
1,1,2,2,2,1,6,20,2,2,3,3
0,2,1,1,1,1,3,3,3,1,2,7
0,1,1,2,0,1,6,25,2,3,1,1
3,2,2,2,1,0,6,35,2,2,2,1
4,2,2,2,2,1,6,30,1,2,3,5
2,2,1,2,2,1,6,60,2,2,3,1
1,2,2,2,2,1,5,20,2,0,3,10
1,2,2,2,2,1,6,30,2,0,1,5
0,1,1,1,0,1,6,14,3,1,2,4
1,1,2,2,2,1,2,40,3,0,3,2
4,1,1,2,1,0,6,35,1,1,2,5
0,2,2,2,1,1,6,30,2,2,3,6
0,1,2,2,1,1,1,35,2,1,2,1
1,2,2,2,2,1,6,6,2,0,2,5
0,2,2,2,1,1,1,16,2,1,2,6
2,3,0,1,1,1,2,37,1,1,3,10
1,2,2,2,0,0,6,35,3,3,3,6
0,2,1,2,1,1,6,30,2,3,3,3
0,3,1,2,2,0,2,4,2,1,3,8
3,2,2,2,1,0,6,35,3,3,2,3
4,2,2,2,2,1,6,16,1,1,2,1
4,1,1,2,0,0,6,20,3,1,2,2
4,1,2,2,1,1,3,10,2,1,1,1
0,1,1,1,1,1,6,35,2,3,3,7
3,2,2,2,2,0,6,25,1,0,2,5
2,2,1,2,0,0,6,42.5,1,1,2,5
1,2,1,1,0,1,6,40,1,3,3,1
3,1,1,2,2,1,6,37,2,2,3,4
2,1,2,2,1,1,6,80,2,0,3,1
2,2,1,2,2,0,6,21,2,0,3,5
0,2,2,1,1,1,1,40,2,1,3,5
0,2,1,2,1,1,1,40,2,0,3,7
2,2,2,2,0,0,6,40,1,2,2,4
0,2,0,1,1,1,6,40,2,2,2,3
0,1,2,2,1,1,6,3,2,0,3,1
1,2,0,2,1,1,6,30,2,2,2,3
1,2,2,2,1,1,6,50,2,1,3,2
2,2,1,2,2,1,6,8,2,1,3,4
1,2,2,2,0,0,6,20,3,0,3,5
0,1,1,0,1,1,6,5,2,0,3,2
2,1,2,2,2,1,6,30,2,2,2,9
3,2,2,2,1,0,6,40,2,3,3,2
0,1,1,2,1,1,6,7,2,0,3,4
3,2,2,2,1,1,6,24,1,0,1,9
3,1,0,1,2,0,6,40,2,2,2,5
3,2,2,2,1,0,6,45,3,3,3,1
4,3,2,2,1,1,6,32,1,2,2,10
3,2,2,2,2,0,6,37.5,1,2,1,4
0,2,2,2,2,1,6,10,2,2,1,1
4,1,2,2,2,0,6,35,3,1,3,1
2,1,2,2,1,1,6,18,2,1,3,4
1,1,2,1,1,1,6,15,2,1,3,4
3,2,1,2,1,0,6,48,3,2,2,2
1,1,1,2,2,1,6,35,1,2,3,4
3,2,1,1,1,0,6,30,2,1,3,1
2,3,1,2,1,0,6,40,1,1,1,1
1,1,1,1,2,0,6,40,2,1,3,10
3,2,2,2,1,0,5,25,2,0,3,3
0,1,2,2,1,1,6,3,2,0,3,1
2,1,2,2,2,1,6,24,3,0,3,2
0,1,1,2,1,1,6,35,2,1,3,7
1,1,1,1,1,1,6,35,2,2,3,7
1,1,1,1,1,1,6,30,2,2,3,5
3,1,2,2,2,0,6,60,3,3,3,3
0,2,2,2,0,0,6,40,2,1,3,7
3,1,0,1,2,0,6,40,2,2,2,5
3,2,1,2,1,0,6,10,2,0,2,6
2,2,2,2,1,0,6,30,3,1,3,1
4,1,2,2,1,1,6,47,1,2,1,2
2,2,0,0,1,0,5,7,2,1,3,5
2,1,2,2,2,1,6,6,2,2,3,1
0,1,2,2,2,1,6,35,2,3,3,3
0,1,0,2,2,1,1,35,1,1,2,5
1,2,2,2,1,1,5,36.3,2,3,3,3
1,1,2,2,0,0,2,50,1,1,3,5
4,2,2,2,1,1,6,5,2,1,3,6
1,1,2,2,1,1,6,35,2,1,2,4
0,2,1,1,1,1,6,12,2,1,2,7
1,1,1,1,2,1,5,40,2,3,3,2
0,1,2,1,0,1,6,22,2,3,1,1
0,1,2,1,2,1,6,6,2,0,1,5
0,2,1,2,2,0,5,3,2,0,2,1
1,2,1,2,1,1,2,5,2,1,3,5
0,1,1,2,2,1,2,5,2,1,2,2
1,1,2,2,1,1,6,40,2,3,3,6
1,2,1,2,0,1,6,4,2,1,2,5
0,2,1,2,1,1,5,8,2,0,2,4
0,2,2,1,0,1,6,60,3,2,2,7
1,2,2,2,2,1,6,40,2,1,3,6
1,2,2,2,1,1,5,2,2,1,3,10
2,2,2,2,0,0,6,35,2,1,3,4
4,2,2,2,1,1,6,35,3,2,3,1
2,2,1,2,0,0,6,30,2,0,2,5
0,1,1,2,0,0,6,15,2,1,1,5
2,2,2,2,0,1,6,40,3,2,2,2
3,2,2,2,0,1,6,10,2,0,2,4
2,1,1,1,0,0,6,20,2,1,2,8
1,1,1,1,1,1,2,8,2,1,2,4
