Year,Team,Rec_Rec,Rec_Yds,Rec_Avg,Rec_Lg,Rec_TD,Def_Int,Def_Yds,Def_Avg,Def_Lg,Def_TD,Def_Solo,Def_Ast,Def_Tot,Def_Sack,Def_YdsL,Kick_PAT_Comp,Kick_PAT_Att,Kick_FG_Comp,Kick_FG_Att,Kick_0-19_Comp,Kick_0-19_Att,Kick_20-29_Comp,Kick_20-29_Att,Kick_30-39_Comp,Kick_30-39_Att,Kick_40-49_Comp,Kick_40-49_Att,Kick_50+_Comp,Kick_50+_Att,Kick_Lg,Kick_Pts,KReturn_Num,KReturn_Yds,KReturn_Avg,KReturn_FC,KReturn_Lg,KReturn_TD,Kickoff_Num,Kickoff_Yds,Kickoff_Avg,Kickoff_Lg,Kickoff_TB,Kickoff_OB,Kickoff_Ret,Kickoff_RYds,Kickoff_TD,Pass_Att,Pass_Cmp,Pass_Pct,Pass_Yds,Pass_YPA,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_Lg,Pass_Sack,Pass_Loss,Pass_Rate,PReturn_Num,PReturn_Yds,PReturn_Avg,PReturn_FC,PReturn_Lg,PReturn_TD,Rush_Att,Rush_Gain,Rush_Loss,Rush_Yds,Rush_Avg,Rush_Lg,Rush_TD,Scor_Pts,Scor_Tot,Scor_R,Scor_P,Scor_KR,Scor_PR,Scor_IR,Scor_FR,Scor_BK,Scor_BP,Scor_FGR,Scor_PAT_Comp,Scor_PAT_Att,Scor_FG_Comp,Scor_FG_Att,Scor_Conv,Scor_Saf,Punt_Punts,Punt_Yds,Punt_Avg,Punt_Lg,Punt_TB,Punt_In20,Punt_Blk,Punt_Net,Punt_Ret,Punt_RYds,Wins,Losses
2018,BC,158,2110,13.35,71,18,18,331,18.39,81,2,226,176,402,10,65,46,50,6,9,0,0,4,5,2,3,0,1,0,0,38,64,47,1117,23.77,1,60,0,68,4155,61.1,65,14,5,43,907,0,337,195,57.86,2583,7.66,25,7.42,9,2.67,71,23,137,203.28,23,322,14,22,74,1,504,2539,229,2310,4.58,74,20,256,35,19,14,0,0,0,0,0,2,0,29,29,5,8,1,0,69,2774,40.2,54,2,25,1,35.9,28,223,7,5
2018,CLEM,294,3898,13.26,74,34,12,328,27.33,46,2,285,172,457,11,69,88,90,12,18,0,0,4,4,5,8,3,6,0,0,49,124,20,454,22.7,4,43,0,117,7386,63.13,71,81,0,32,657,1,506,327,64.62,4180,8.26,37,7.31,8,1.58,74,18,122,86.45,42,300,7.14,36,62,1,547,3914,220,3694,6.75,75,45,547,73,42,30,0,1,0,0,0,0,0,76,78,11,16,0,0,64,2541,39.7,63,4,19,0,36.6,16,121,15,0
2018,DUKE,243,2707,11.14,85,28,4,76,19,53,1,130,56,186,2,13,49,51,9,13,0,0,3,4,6,6,0,3,0,0,35,76,37,720,19.46,1,46,0,72,4150,57.64,65,18,2,43,845,0,474,278,58.65,3199,6.75,31,6.54,10,2.11,85,30,184,237.86,28,160,5.71,20,32,0,454,2275,252,2023,4.46,75,19,322,41,18,23,0,0,0,0,0,0,0,49,51,9,13,0,0,67,2772,41.37,57,4,23,0,37.5,24,178,8,5
2018,FSU,243,3030,12.47,78,20,12,125,10.42,63,1,220,132,352,3.5,20,30,31,11,17,0,0,2,2,3,5,4,8,2,2,53,63,33,648,19.64,3,35,0,53,3275,61.79,71,37,2,12,305,0,451,260,57.65,3241,7.19,20,4.43,13,2.88,78,36,237,59.76,20,257,12.85,20,74,1,279,1241,111,1130,4.05,85,8,197,22,9,13,0,0,0,0,0,0,0,30,31,11,17,1,0,82,3545,43.23,61,5,14,1,37.1,33,364,5,7
2018,GT,26,454,17.46,37,3,11,231,21,95,2,199,139,338,6,44,53,55,10,13,0,0,4,4,2,2,4,5,0,2,48,83,28,689,24.61,6,100,2,78,4643,59.53,70,20,1,48,1261,2,126,56,44.44,1089,8.64,7,5.56,4,3.17,86,16,90,192.9,13,91,7,15,25,0,724,4402,251,4151,5.73,65,46,352,47,44,3,0,0,0,0,0,0,0,39,39,9,9,2,0,35,1447,41.34,62,2,14,0,38.5,10,60,7,6
2018,LOU,181,2354,13.01,53,8,6,81,13.5,34,0,107,59,166,0.5,1,27,30,10,12,0,0,4,4,3,4,3,3,0,1,46,57,44,997,22.66,5,93,1,51,2981,58.45,74,11,1,33,685,1,394,210,53.3,2533,6.43,10,2.54,15,3.81,53,43,244,69.04,13,197,15.15,10,55,1,389,2047,343,1704,4.38,75,17,153,16,12,3,1,0,0,0,0,0,0,27,30,10,12,0,0,69,2798,40.55,64,2,19,0,36.5,25,239,2,10
2018,MIA,151,1889,12.51,67,16,16,230,14.38,83,2,226,214,440,21.5,138,47,48,9,12,0,0,2,3,6,6,1,3,0,0,47,74,29,673,23.21,0,53,0,71,4356,61.35,65,42,4,24,540,0,354,182,51.41,2175,6.14,19,5.37,14,3.95,67,26,180,82.68,21,437,20.81,32,65,3,460,2705,249,2456,5.34,83,23,294,37,18,17,0,2,0,0,0,0,0,45,46,9,12,0,0,34,1282,37.71,53,0,11,0,32.9,13,163,7,6
2018,NCST,300,3701,12.34,74,21,10,113,11.3,57,1,176,140,316,7,35,51,51,23,26,0,1,15,15,5,6,3,4,0,0,49,120,20,411,20.55,5,47,0,84,4874,58.02,67,23,0,46,950,0,496,334,67.34,4071,8.21,25,5.04,11,2.22,74,12,85,153,15,140,9.33,24,40,0,403,1918,124,1794,4.45,86,24,368,41,23,18,0,0,0,0,0,0,0,51,51,23,26,1,0,49,2076,42.37,72,4,22,0,38.9,15,88,9,4
2018,PITT,138,1652,11.97,78,12,9,148,16.44,79,0,139,63,202,2,13,40,43,13,17,0,0,3,3,2,4,4,5,4,5,55,79,26,634,24.38,9,99,2,73,4549,62.32,65,44,2,26,532,0,315,182,57.78,1985,6.3,12,3.81,6,1.9,78,32,240,95.6,20,157,7.85,19,86,1,551,3534,362,3172,5.76,97,28,297,36,23,10,2,1,0,0,0,0,0,40,42,13,17,1,0,74,3067,41.45,73,4,19,0,37.4,31,222,7,7
2018,SYR,254,3245,12.78,82,19,18,93,5.17,39,0,264,138,402,6.5,37,61,61,30,34,1,1,10,11,12,12,4,7,3,3,54,151,29,560,19.31,7,43,0,101,6085,60.25,65,61,2,22,403,0,461,271,58.79,3441,7.46,22,4.77,12,2.6,82,37,243,149.94,24,356,14.83,32,69,2,532,2799,238,2561,4.81,68,33,451,50,33,16,0,1,0,0,0,0,0,61,61,30,34,0,0,67,2874,42.9,58,4,26,0,39.3,16,158,10,3
2018,UNC,210,2327,11.08,80,12,7,38,5.43,19,0,109,49,158,0,0,33,33,18,28,0,0,6,6,6,10,6,11,0,1,49,87,34,723,21.26,2,38,0,56,3502,62.54,65,32,1,20,387,0,414,244,58.94,2740,6.62,14,3.38,14,3.38,80,10,69,110.27,20,286,14.3,16,75,1,347,2154,101,2053,5.92,84,19,225,23,17,5,0,1,0,0,0,0,0,31,31,18,28,1,0,50,1993,39.86,60,0,16,0,38.7,16,56,2,9
2018,UVA,197,2378,12.07,86,23,17,287,16.88,62,0,222,166,388,4.5,25,45,45,15,22,0,0,5,5,7,13,3,3,0,1,46,90,32,814,25.44,1,90,1,73,4619,63.27,80,47,1,24,599,1,356,228,64.04,2751,7.73,26,7.3,9,2.53,86,31,197,133.33,36,247,6.86,11,43,0,478,2485,299,2186,4.57,75,19,309,41,19,21,1,0,0,0,0,0,0,25,25,12,16,1,0,51,2130,41.76,61,6,20,0,39,13,22,8,5
2018,VT,229,3098,13.53,72,27,7,27,3.86,18,0,130,64,194,2.5,10,48,48,12,19,0,0,4,4,5,5,3,9,0,1,45,84,41,928,22.63,0,51,0,73,4670,63.97,79,61,2,8,160,0,428,250,58.41,3300,7.71,29,6.78,10,2.34,72,28,191,85.85,28,175,6.25,14,20,1,489,2596,322,2274,4.65,87,19,294,35,11,23,0,0,0,0,0,1,0,44,44,12,18,2,0,69,2940,42.61,72,5,23,0,38.4,19,190,6,7
2018,WF,224,2837,12.67,54,25,6,133,22.17,60,2,174,104,278,2,11,52,52,19,22,0,0,8,9,9,11,2,2,0,0,49,109,25,506,20.24,7,38,0,83,5040,60.72,65,33,1,46,1097,1,442,247,55.88,3069,6.94,25,5.66,13,2.94,54,33,189,66.7,32,361,11.28,22,70,2,607,3092,318,2774,4.57,74,21,353,41,17,22,0,2,0,0,0,0,0,50,50,19,22,0,0,77,3217,41.78,56,3,24,0,38.2,23,219,7,6
2017,BC,182,1993,10.95,76,13,18,388,21.56,65,2,298,279,577,13.5,90,40,43,12,20,0,0,2,3,8,9,2,7,0,1,42,76,43,946,22,2,55,0,68,4279,62.93,65,35,2,31,690,0,366,198,54.1,2162,5.91,16,4.37,12,3.28,76,14,92,108.05,27,354,13.11,25,61,0,575,3060,160,2900,5.04,76,23,244,28,21,7,0,0,0,0,0,0,0,40,43,12,20,0,0,77,3079,39.99,63,4,34,1,36.8,29,125,7,6
2017,CLEM,255,2869,11.25,79,14,14,214,15.29,55,3,238,170,408,14,74,58,62,12,19,0,0,5,5,3,6,4,8,0,0,49,94,28,538,19.21,0,39,0,88,5471,62.17,65,26,3,59,1159,0,469,309,65.88,3297,7.03,17,3.62,9,1.92,79,30,201,99.96,29,322,11.1,31,77,1,551,3021,273,2748,4.99,89,40,388,50,40,10,0,0,0,0,0,0,0,55,58,11,18,0,0,67,2723,40.64,64,4,25,0,36.5,20,195,12,2
2017,DUKE,234,2552,10.91,58,14,15,224,14.93,61,4,186,181,367,8,42,37,40,18,22,0,0,10,11,7,9,1,2,0,0,45,91,30,698,23.27,1,76,0,73,4518,61.89,65,19,1,52,1008,0,468,266,56.84,2774,5.93,16,3.42,12,2.56,58,29,203,96.66,19,107,5.63,20,33,0,514,2523,318,2205,4.29,65,22,246,27,20,7,0,0,0,0,0,0,0,33,35,17,21,0,0,61,2565,42.05,59,9,10,1,35.6,25,180,7,6
2017,FSU,164,2034,12.4,60,18,9,88,9.78,41,2,153,101,254,4,34,42,44,18,21,0,0,5,5,11,13,1,2,1,1,51,96,27,653,24.19,0,81,0,75,4782,63.76,65,40,2,33,677,0,344,202,58.72,2551,7.42,21,6.1,13,3.78,60,32,215,192.18,31,255,8.23,19,47,0,372,2147,109,2038,5.48,69,17,312,36,17,18,0,0,0,1,0,0,0,42,43,18,21,0,0,66,2849,43.17,61,6,22,0,37.8,19,234,7,6
2017,GT,25,545,21.8,80,6,6,98,16.33,27,1,175,59,234,2,6,34,37,7,10,0,0,4,4,2,3,1,3,0,0,42,55,40,775,19.38,0,42,1,57,3372,59.16,65,10,2,44,1077,1,118,43,36.44,927,7.86,10,8.47,5,4.24,80,20,113,41.33,17,125,7.35,20,21,0,624,3609,226,3383,5.42,78,30,255,33,25,8,0,0,0,0,0,0,0,34,36,7,10,1,0,50,2205,44.1,62,1,16,0,39.7,21,198,5,6
2017,LOU,232,3284,14.16,78,25,13,230,17.69,61,2,207,129,336,5,44,58,59,17,20,1,1,3,3,9,11,4,5,0,0,48,109,25,483,19.32,2,43,0,91,5478,60.2,65,23,3,66,1306,1,464,277,59.7,3898,8.4,29,6.25,10,2.16,78,32,180,98.97,24,123,5.13,14,33,0,487,3441,260,3181,6.53,75,33,453,57,32,25,0,0,0,0,0,0,0,58,59,17,20,1,0,44,1914,43.5,58,2,10,0,39.9,20,119,8,5
2017,MIA,190,2717,14.3,78,26,17,228,13.41,65,2,241,165,406,9.5,76,45,46,17,23,2,2,7,8,5,5,2,4,1,4,50,96,35,753,21.51,0,38,0,75,4729,63.05,68,32,3,41,962,1,423,226,53.43,3144,7.43,26,6.15,14,3.31,78,28,141,105.38,14,220,15.71,42,44,0,398,2331,210,2121,5.33,82,19,330,39,19,20,0,0,0,0,0,0,0,45,46,17,23,0,0,72,2777,38.57,54,3,25,1,36.3,12,69,10,3
2017,NCST,296,3287,11.1,79,16,14,202,14.43,73,2,244,185,429,4,34,49,52,10,20,0,0,6,7,2,9,2,3,0,1,48,79,33,750,22.73,1,58,0,79,4617,58.44,69,22,0,54,1085,1,484,315,65.08,3576,7.39,17,3.51,6,1.24,79,14,88,134.66,16,197,12.31,20,92,1,474,2547,224,2323,4.9,83,35,371,48,34,13,0,1,0,0,0,0,0,49,52,10,20,2,0,54,2358,43.67,69,4,23,1,37.1,18,237,9,4
2017,PITT,214,2509,11.72,74,10,9,84,9.33,34,0,216,90,306,6,43,34,34,11,19,0,0,2,3,1,3,6,9,2,4,56,67,30,562,18.73,0,36,0,58,3653,62.98,67,29,0,28,706,1,360,224,62.22,2612,7.26,12,3.33,8,2.22,74,31,221,235.5,23,329,14.3,17,80,2,423,2084,217,1867,4.41,92,21,213,24,16,8,0,0,0,0,0,0,0,34,34,11,19,1,0,57,2536,44.49,63,5,16,2,37,20,251,5,7
2017,SYR,286,3153,11.02,66,19,4,62,15.5,24,1,120,60,180,0,0,35,36,22,30,0,0,8,8,5,5,7,12,2,5,53,101,38,863,22.71,1,64,0,69,4427,64.16,74,31,6,32,708,0,548,320,58.39,3538,6.46,20,3.65,16,2.92,66,31,185,134.2,19,137,7.21,23,34,0,462,2213,282,1931,4.18,74,16,282,31,14,17,0,0,0,0,0,0,0,34,35,20,27,1,0,57,2462,43.19,64,4,20,0,41.4,9,24,4,8
2017,UNC,176,2126,12.08,54,16,7,100,14.29,73,0,126,88,214,0,0,37,38,9,14,0,0,2,2,4,5,2,5,1,2,51,64,43,1011,23.51,1,98,2,59,3748,63.53,73,30,1,28,536,1,406,221,54.43,2702,6.66,21,5.17,16,3.94,54,31,240,147.72,21,226,10.76,20,41,0,421,2123,387,1736,4.12,59,17,280,36,17,17,2,0,0,0,0,0,0,37,38,9,14,0,0,45,2061,45.8,66,2,16,0,40.8,14,186,3,9
2017,UVA,284,3098,10.91,81,24,15,154,10.27,58,1,230,202,432,10.5,78,37,37,8,12,0,0,5,5,3,3,0,4,0,0,38,61,41,1106,26.98,1,98,2,58,3609,62.22,68,20,2,35,856,0,518,300,57.92,3233,6.24,25,4.83,11,2.12,81,31,194,63.05,22,98,4.45,24,18,0,311,1408,80,1328,4.27,56,10,231,28,8,18,2,0,0,0,0,0,0,37,37,8,12,1,0,75,3278,43.71,63,9,29,0,37.5,23,287,6,7
2017,VT,187,2364,12.64,70,17,12,252,21,69,2,197,134,331,10.5,67,42,42,18,26,0,0,6,7,8,11,2,5,2,3,50,96,26,613,23.58,0,70,0,76,4768,62.74,65,59,1,16,288,0,410,245,59.76,3113,7.59,21,5.12,9,2.2,70,23,150,116.27,40,413,10.33,33,91,2,558,2499,245,2254,4.04,46,19,304,37,18,16,0,2,1,0,0,0,0,37,37,15,21,0,0,62,2621,42.27,57,6,20,0,39.6,12,47,9,4
2017,WF,245,3341,13.64,52,32,14,187,13.36,52,1,346,159,505,7,37,52,56,21,25,0,0,10,10,7,8,4,6,0,1,43,115,39,814,20.87,0,40,0,88,5218,59.3,65,33,6,49,1030,0,426,268,62.91,3599,8.45,33,7.75,7,1.64,52,19,109,82.9,29,264,9.1,16,75,0,493,2530,194,2336,4.74,76,21,395,47,16,31,0,0,0,0,0,0,0,50,54,21,25,0,0,68,2996,44.06,74,7,23,3,36.7,27,250,8,5
2016,BC,129,1671,12.95,58,12,12,149,12.42,64,1,246,111,357,25,215,29,32,12,16,0,0,6,6,5,7,1,3,0,0,40,65,30,683,22.77,0,89,1,58,3534,60.93,65,17,2,39,719,0,296,150,50.68,1901,6.42,14,4.73,8,2.7,58,27,182,209.75,26,328,12.62,37,53,0,546,2274,313,1961,3.59,75,16,197,22,11,11,0,0,0,0,0,0,0,27,30,12,14,1,0,94,3601,38.31,63,7,18,1,34.8,32,155,7,6
2016,CLEM,392,4745,12.1,65,41,20,309,15.45,86,2,373,225,598,11,98,72,74,14,19,0,0,5,6,4,6,5,7,0,0,47,114,34,723,21.26,1,77,0,105,6277,59.78,67,38,3,58,1123,0,624,420,67.31,5005,8.02,45,7.21,17,2.72,65,20,114,162.44,35,280,8,36,74,0,546,2638,182,2456,4.5,59,29,501,64,26,38,0,0,0,0,0,0,0,71,73,14,19,2,0,61,2321,38.05,67,4,22,0,35.9,9,50,14,1
2016,DUKE,256,2728,10.66,64,18,10,50,5,36,1,222,162,384,9.5,49,37,38,3,10,1,1,1,1,1,6,0,2,0,0,38,46,40,982,24.55,0,96,1,50,3000,60,65,6,2,42,784,0,443,277,62.53,2877,6.49,18,4.06,9,2.03,64,30,161,78.93,21,175,8.33,18,36,0,446,2073,252,1821,4.08,57,19,202,26,17,8,1,0,0,0,0,0,0,37,38,3,10,0,0,38,1556,40.95,68,2,13,1,37.1,10,69,4,8
2016,FSU,234,3372,14.41,92,22,15,37,2.47,15,0,104,34,138,0,0,54,55,20,28,0,0,5,5,7,7,7,13,1,3,53,114,33,745,22.58,0,66,0,91,5823,63.99,77,57,1,33,595,0,421,244,57.96,3433,8.15,23,5.46,8,1.9,92,36,301,120.07,22,163,7.41,28,89,1,497,3077,428,2649,5.33,75,33,420,52,31,20,0,0,0,1,0,0,0,51,52,19,26,0,0,54,2177,40.31,57,2,11,0,34.4,15,279,10,3
2016,GT,71,1522,21.44,83,7,11,137,12.45,64,1,175,85,260,1,11,46,46,15,17,0,0,4,4,3,5,7,7,1,1,52,91,27,578,21.41,1,96,1,74,4676,63.19,78,55,0,19,404,0,160,84,52.5,1719,10.74,9,5.63,4,2.5,83,16,110,57.18,13,131,10.08,24,26,0,592,3571,304,3267,5.52,82,33,319,38,30,8,0,0,0,0,0,0,0,46,46,15,17,0,0,46,1990,43.26,65,5,14,1,37.3,14,138,9,4
2016,LOU,227,3544,15.61,74,31,15,228,15.2,42,1,243,150,393,10,98,68,69,19,25,1,1,11,12,5,6,2,6,0,0,47,125,40,825,20.63,0,35,0,104,6207,59.68,65,11,3,88,1835,0,436,248,56.88,3777,8.66,32,7.34,10,2.29,74,46,325,152.65,26,211,8.12,29,69,1,497,3553,432,3121,6.28,80,37,499,62,35,27,0,0,0,0,0,0,0,68,69,19,25,1,0,55,2413,43.87,60,1,16,0,40.1,19,185,9,4
2016,MIA,258,3504,13.58,77,26,8,58,7.25,46,0,203,104,307,8.5,59,53,55,21,26,0,0,6,8,5,7,9,9,1,2,51,116,21,445,21.19,0,34,0,88,5584,63.45,70,52,2,33,763,1,425,263,61.88,3564,8.39,27,6.35,7,1.65,77,25,173,133.75,21,243,11.57,32,43,1,379,2213,89,2124,5.6,80,23,386,45,21,23,0,1,0,0,0,0,0,53,55,21,26,0,0,64,2803,43.8,63,2,25,1,40.1,20,158,9,4
2016,NCST,235,3084,13.12,80,17,10,130,13,32,2,177,131,308,3,19,42,45,9,17,0,0,4,5,4,8,1,4,0,0,48,69,37,858,23.19,2,100,1,68,4180,61.47,65,16,5,47,959,0,438,263,60.05,3378,7.71,20,4.57,12,2.74,80,17,110,312.48,15,132,8.8,19,35,1,489,2277,244,2033,4.16,54,23,255,31,16,15,0,0,0,0,0,0,0,42,45,9,17,0,0,51,2104,41.25,72,5,16,1,36.2,8,121,7,6
2016,PITT,169,2636,15.6,79,28,9,182,20.22,70,3,214,89,303,5.5,38,66,69,10,17,0,0,2,2,2,3,5,9,1,3,50,96,39,1037,26.59,0,100,3,93,5727,61.58,66,26,1,66,1297,1,320,189,59.06,2882,9.01,28,8.75,9,2.81,79,10,75,79.26,17,253,14.88,26,65,1,519,3154,243,2911,5.61,77,34,446,58,29,25,3,1,0,0,0,0,0,66,69,10,17,1,0,56,2385,42.59,53,6,12,0,36.2,29,236,8,5
2016,SYR,301,3513,11.67,84,24,10,93,9.3,50,1,313,200,513,5,31,36,39,10,18,0,0,0,0,4,6,5,8,1,4,51,66,64,1293,20.2,0,68,0,55,3264,59.35,65,11,7,35,847,2,522,332,63.6,3855,7.39,24,4.6,13,2.49,84,37,203,246.03,18,313,17.39,21,74,0,427,1722,308,1414,3.31,49,14,270,34,11,23,0,0,0,0,0,0,0,36,39,10,18,0,0,77,3284,42.65,65,3,23,1,38.5,27,219,4,8
2016,UNC,288,3547,12.32,75,29,1,58,58,58,1,39,28,67,0,0,51,52,15,21,0,0,3,3,5,8,4,5,3,5,54,96,33,890,26.97,0,100,2,82,5231,63.79,71,47,1,34,775,0,458,313,68.34,3811,8.32,30,6.55,6,1.31,75,20,132,116.33,17,134,7.88,14,31,0,393,2156,246,1910,4.86,62,21,396,50,20,28,2,0,0,0,0,0,0,51,52,15,21,0,0,50,2134,42.68,63,6,16,0,40.2,9,2,8,5
2016,UVA,211,2168,10.27,82,17,9,70,7.78,30,0,192,143,335,7.5,51,29,31,5,10,0,0,3,4,2,4,0,2,0,0,36,44,37,865,23.38,1,50,0,51,3124,61.25,65,19,1,31,807,1,483,266,55.07,2872,5.95,23,4.76,16,3.31,84,35,244,47.02,22,215,9.77,18,40,0,299,1550,69,1481,4.95,44,12,201,28,11,17,0,0,0,0,0,0,0,19,19,4,8,1,0,74,3279,44.31,67,9,34,0,40.3,16,118,2,10
2016,VT,251,3338,13.3,55,26,16,40,2.5,15,0,235,215,450,10,66,58,59,20,27,0,0,12,12,6,7,1,5,0,1,47,118,44,943,21.43,0,47,0,94,6008,63.91,79,73,0,20,355,0,446,279,62.56,3666,8.22,31,6.95,8,1.79,62,32,162,175.97,42,345,8.21,28,87,1,597,2935,305,2630,4.41,69,27,432,52,20,31,0,1,0,0,0,0,0,58,59,20,27,1,0,68,2638,38.79,61,2,31,0,37.3,14,61,10,4
2016,WF,182,2113,11.61,62,9,12,213,17.75,55,2,245,111,356,10.5,93,28,28,21,27,0,0,4,4,11,12,6,10,0,1,46,91,34,647,19.03,0,80,0,63,4030,63.97,71,32,2,29,691,0,353,190,53.82,2154,6.1,9,2.55,13,3.68,62,39,251,102.7,22,70,3.18,31,29,0,504,2284,272,2012,3.99,64,17,211,20,12,6,0,0,2,0,0,0,0,28,28,21,27,0,0,72,3026,42.03,80,7,24,1,36.3,27,237,7,6
2015,BC,57,663,11.63,66,4,13,63,4.85,28,1,259,113,372,13.5,104,24,24,6,11,0,0,3,4,1,3,2,4,0,0,43,42,32,806,25.19,1,67,0,45,2631,58.47,65,9,3,33,634,1,245,110,44.9,1331,5.43,8,3.27,9,3.67,66,27,171,66.55,29,215,7.41,29,39,1,437,2208,329,1879,4.3,80,17,108,13,13,0,0,0,0,0,0,0,0,15,15,5,9,0,0,92,3838,41.72,58,6,30,0,39.8,32,53,3,9
2015,CLEM,332,4125,12.42,67,32,16,137,8.56,36,2,238,141,379,13,83,65,70,28,33,0,0,7,7,14,15,7,11,0,0,47,149,39,865,22.18,0,73,0,112,6781,60.54,65,38,1,72,1764,3,526,356,67.68,4378,8.32,35,6.65,15,2.85,67,17,92,161.6,27,78,2.89,40,16,0,647,3579,196,3383,5.23,66,33,504,61,29,32,0,0,0,0,0,0,0,57,62,27,32,0,0,67,2647,39.51,57,1,23,0,37.8,16,97,14,1
2015,DUKE,275,3017,10.97,89,18,11,57,5.18,25,0,228,167,395,4,31,42,42,26,30,0,0,7,8,11,13,4,5,4,4,53,120,38,1001,26.34,0,100,4,77,4535,58.9,65,23,1,48,942,2,509,294,57.76,3203,6.29,18,3.54,10,1.96,89,17,83,7.07,30,212,7.07,22,69,0,499,2638,151,2487,4.98,85,23,354,38,23,11,4,0,0,0,0,0,0,42,42,26,30,3,0,65,2826,43.48,71,13,31,0,38.8,14,42,8,5
2015,FSU,221,2854,12.91,75,19,8,104,13,57,0,152,101,253,12,72,49,49,21,26,1,1,9,9,6,6,4,7,1,3,51,112,25,624,24.96,0,59,0,84,5273,62.77,70,47,4,33,557,0,418,264,63.16,3325,7.95,22,5.26,9,2.15,75,26,222,120.53,33,127,3.85,27,21,0,345,2336,80,2256,6.54,94,26,358,41,24,17,0,0,0,0,0,0,0,49,49,21,26,0,0,61,2756,45.18,64,4,23,0,40.6,21,197,10,3
2015,GT,47,965,20.53,58,9,9,70,7.78,32,1,182,61,243,1,5,44,44,7,11,0,0,0,0,3,4,2,3,2,4,53,65,32,590,18.44,0,34,0,62,3925,63.31,66,41,0,19,440,1,192,81,42.19,1456,7.58,14,7.29,10,5.21,58,15,116,74,20,189,9.45,21,44,0,562,3326,313,3013,5.36,65,29,259,32,23,9,0,0,0,0,0,0,0,44,44,7,11,1,0,45,1770,39.33,59,0,14,0,37.4,13,85,3,9
2015,LOU,200,2886,14.43,57,21,17,229,13.47,59,1,265,154,419,10.5,89,46,47,15,21,1,1,4,4,8,11,1,2,1,3,50,91,31,625,20.16,1,100,1,75,4676,62.35,67,29,0,45,1028,1,408,227,55.64,3186,7.81,21,5.15,15,3.68,57,43,309,135.77,30,212,7.07,21,33,0,450,2593,355,2238,4.97,73,23,319,38,21,17,0,0,0,0,0,0,0,46,47,15,21,0,0,69,2791,40.45,66,3,28,1,38.2,12,57,8,5
2015,MIA,237,3263,13.77,67,15,15,172,11.47,48,0,196,114,310,3,28,40,40,25,30,0,0,13,14,4,6,7,7,1,3,57,115,30,575,19.17,0,91,1,77,4715,61.23,72,31,5,41,770,0,449,269,59.91,3606,8.03,18,4.01,9,2,67,19,148,90.55,22,197,8.95,13,72,1,361,1747,78,1669,4.62,60,17,277,27,15,12,0,0,0,0,0,0,0,40,40,25,30,0,0,67,2846,42.48,73,6,21,0,37.3,18,228,8,5
2015,NCST,220,2437,11.08,83,17,13,77,5.92,27,1,212,175,387,10,62,55,57,7,14,0,0,1,1,6,9,0,4,0,0,37,76,42,1055,25.12,0,100,1,74,4521,61.09,65,39,4,30,609,0,411,246,59.85,2740,6.67,20,4.87,6,1.46,83,38,221,101.1,28,363,12.96,21,52,1,520,2956,316,2640,5.08,85,36,375,50,35,14,1,0,0,0,0,0,0,54,56,7,14,0,0,66,2750,41.67,72,6,28,0,39.1,18,52,7,6
