Year,Team,Rec_Rec,Rec_Yds,Rec_Avg,Rec_Lg,Rec_TD,Def_Int,Def_Yds,Def_Avg,Def_Lg,Def_TD,Def_Solo,Def_Ast,Def_Tot,Def_Sack,Def_YdsL,Kick_PAT_Comp,Kick_PAT_Att,Kick_FG_Comp,Kick_FG_Att,Kick_0-19_Comp,Kick_0-19_Att,Kick_20-29_Comp,Kick_20-29_Att,Kick_30-39_Comp,Kick_30-39_Att,Kick_40-49_Comp,Kick_40-49_Att,Kick_50+_Comp,Kick_50+_Att,Kick_Lg,Kick_Pts,KReturn_Num,KReturn_Yds,KReturn_Avg,KReturn_FC,KReturn_Lg,KReturn_TD,Kickoff_Num,Kickoff_Yds,Kickoff_Avg,Kickoff_Lg,Kickoff_TB,Kickoff_OB,Kickoff_Ret,Kickoff_RYds,Kickoff_TD,Pass_Att,Pass_Cmp,Pass_Pct,Pass_Yds,Pass_YPA,Pass_TD,Pass_TD%,Pass_Int,Pass_Int%,Pass_Lg,Pass_Sack,Pass_Loss,Pass_Rate,PReturn_Num,PReturn_Yds,PReturn_Avg,PReturn_FC,PReturn_Lg,PReturn_TD,Rush_Att,Rush_Gain,Rush_Loss,Rush_Yds,Rush_Avg,Rush_Lg,Rush_TD,Scor_Pts,Scor_Tot,Scor_R,Scor_P,Scor_KR,Scor_PR,Scor_IR,Scor_FR,Scor_BK,Scor_BP,Scor_FGR,Scor_PAT_Comp,Scor_PAT_Att,Scor_FG_Comp,Scor_FG_Att,Scor_Conv,Scor_Saf,Punt_Punts,Punt_Yds,Punt_Avg,Punt_Lg,Punt_TB,Punt_In20,Punt_Blk,Punt_Net,Punt_Ret,Punt_RYds,Wins,Losses
2015,PITT,180,2273,12.63,55,19,10,135,13.5,51,1,254,129,383,12,97,42,43,15,23,1,1,5,6,3,4,4,8,2,4,56,87,41,1017,24.8,0,100,2,69,4354,63.1,70,43,0,26,506,0,342,212,61.99,2478,7.25,21,6.14,9,2.63,55,29,193,175.23,19,120,6.32,13,28,1,476,2647,237,2410,5.06,71,18,279,32,13,18,0,0,0,1,0,0,0,42,43,15,23,0,0,63,2589,41.1,60,7,21,0,37.5,21,88,8,5
2015,SYR,125,1499,11.99,89,16,11,134,12.18,41,2,230,73,303,8,58,37,37,16,22,1,1,6,6,6,8,3,6,0,1,49,85,39,822,21.08,2,37,0,60,3716,61.93,65,22,1,35,766,0,307,165,53.75,1883,6.13,20,6.51,9,2.93,89,21,119,49.96,17,271,15.94,21,74,2,419,2173,255,1918,4.58,75,14,277,32,12,18,0,2,0,0,0,0,0,37,37,16,22,0,0,65,2839,43.68,64,5,28,1,39.7,14,119,4,8
2015,UNC,241,3410,14.15,89,30,17,204,12,60,0,326,234,560,3.5,25,68,68,20,23,0,0,5,5,11,12,4,6,0,0,48,128,32,663,20.72,2,43,0,103,6463,62.75,65,55,4,43,822,0,408,260,63.73,3671,9,31,7.6,10,2.45,89,17,113,202.28,23,303,13.17,15,85,2,492,3281,195,3086,6.27,67,39,537,68,38,28,0,2,0,0,0,0,0,67,67,20,23,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,3
2015,UVA,239,2683,11.23,80,20,4,8,2,8,0,106,57,163,0,0,34,35,17,22,2,2,5,6,4,4,6,10,0,0,48,85,39,689,17.67,0,54,0,62,3914,63.13,65,30,2,30,689,1,413,252,61.02,2859,6.92,21,5.08,18,4.36,80,21,127,186.13,10,160,16,17,74,1,404,1922,227,1695,4.2,71,12,217,22,7,15,0,0,0,0,0,0,0,34,35,17,22,0,0,52,2322,44.65,67,5,15,1,38.5,23,180,4,8
2015,VT,213,2822,13.25,75,24,10,12,1.2,18,1,184,116,300,6,55,44,45,23,31,0,0,2,2,8,10,13,16,0,3,48,113,34,757,22.26,0,82,0,76,4807,63.25,69,51,0,25,512,0,393,223,56.74,2936,7.47,24,6.11,14,3.56,75,33,250,105.38,32,275,8.59,18,67,2,478,2309,231,2078,4.35,63,17,328,36,16,20,0,0,0,0,0,0,0,41,42,23,30,1,0,70,3002,42.89,60,10,23,0,39.3,18,53,7,6
2015,WF,218,2597,11.91,78,13,6,46,7.67,17,0,125,83,208,3,20,24,25,11,18,0,0,5,6,5,6,1,3,0,3,47,57,24,437,18.21,2,39,0,44,2740,62.27,65,20,2,23,511,0,416,236,56.73,2739,6.58,13,3.13,18,4.33,78,40,273,37.14,24,90,3.75,22,21,0,400,1650,377,1273,3.18,70,12,183,21,10,11,0,0,0,0,0,0,0,24,25,11,18,0,0,75,3266,43.55,70,3,32,0,41.3,18,112,3,9
2014,BC,118,1508,12.78,55,12,9,86,9.56,23,0,246,133,379,8,56,35,42,12,19,1,1,5,5,2,3,4,9,0,1,44,71,35,910,26,1,95,1,67,3950,58.96,65,18,2,47,872,0,240,135,56.25,1681,7,13,5.42,10,4.17,55,21,164,128.27,16,125,7.81,30,36,0,621,3661,349,3312,5.33,71,31,281,35,26,9,0,0,0,0,0,0,0,35,42,12,19,0,0,64,2721,42.52,62,4,21,1,37.9,27,176,7,6
2014,CLEM,241,2934,12.17,74,21,12,213,17.75,60,2,256,102,358,9,84,46,48,21,28,1,1,7,8,7,9,6,10,0,0,49,109,29,544,18.76,1,30,0,80,4858,60.73,65,37,1,41,816,1,450,292,64.89,3396,7.55,23,5.11,12,2.67,74,27,196,118.6,33,204,6.18,34,72,1,500,2216,276,1940,3.88,34,19,304,33,15,18,0,0,0,0,0,0,0,43,44,21,28,0,0,76,3237,42.59,60,2,28,0,39.8,27,174,10,3
2014,DUKE,253,2753,10.88,54,22,11,159,14.45,34,2,235,162,397,10,86,50,50,19,21,1,1,8,8,5,5,5,6,0,1,49,107,36,909,25.25,0,99,1,80,4965,62.06,72,29,0,51,1186,0,472,268,56.78,2814,5.96,23,4.87,8,1.69,54,13,91,250.5,24,325,13.54,19,68,2,475,2521,141,2380,5.01,69,23,365,43,20,21,0,2,0,0,0,0,0,50,50,19,21,0,0,59,2537,43,65,8,17,0,39.7,16,33,9,4
2014,FSU,312,4002,12.83,74,24,14,156,11.14,94,2,334,213,547,7,57,55,55,27,30,0,0,9,9,9,9,6,8,3,4,53,136,49,971,19.82,1,35,0,96,6027,62.78,70,49,2,45,846,0,516,330,63.95,4247,8.23,26,5.04,20,3.88,74,23,180,126.7,17,179,10.53,28,34,0,427,2304,265,2039,4.78,56,26,418,47,23,23,0,0,0,1,0,0,0,55,55,27,30,0,0,48,1966,40.96,67,2,15,0,38.2,13,92,13,1
2014,GT,71,1335,18.8,71,14,18,328,18.22,85,5,409,176,585,8.5,56,65,66,11,18,0,0,5,5,2,7,3,4,1,2,53,98,41,892,21.76,0,68,0,87,5506,63.29,66,52,1,33,747,0,201,106,52.74,1882,9.36,19,9.45,6,2.99,79,11,65,190.03,13,98,7.54,16,46,0,781,5020,248,4772,6.11,75,47,446,58,41,17,0,0,0,0,0,0,0,65,66,11,18,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,3
2014,LOU,182,2633,14.47,74,18,26,310,11.92,65,1,251,91,342,12,72,50,50,15,19,0,0,3,3,6,8,5,7,1,1,51,95,36,758,21.06,1,97,1,79,4944,62.58,65,31,2,45,1017,0,427,237,55.5,3276,7.67,21,4.92,10,2.34,74,39,304,97.6,37,274,7.41,20,47,0,459,2237,249,1988,4.33,68,28,347,42,26,16,0,0,0,0,0,0,0,50,50,15,19,0,0,66,2655,40.23,57,4,17,1,34,30,300,9,4
2014,MIA,207,2909,14.05,79,25,10,93,9.3,46,1,226,113,339,7,50,40,44,18,24,0,0,10,11,3,5,5,6,0,2,48,94,35,704,20.11,0,41,0,77,4654,60.44,65,23,2,51,1253,1,391,227,58.06,3249,8.31,26,6.65,12,3.07,79,21,156,77.2,22,145,6.59,18,29,1,394,2605,65,2540,6.45,90,17,328,39,16,23,0,0,0,0,0,0,0,40,44,18,24,0,0,52,2227,42.83,65,1,21,0,40.5,16,101,6,7
2014,NCST,198,2325,11.74,54,20,9,77,8.56,36,0,174,106,280,3,39,46,48,12,17,1,1,3,3,2,4,6,7,0,2,48,82,36,658,18.28,0,50,0,74,4707,63.61,83,47,0,27,508,0,380,224,58.95,2652,6.98,24,6.32,6,1.58,65,29,190,200.43,15,66,4.4,25,18,0,491,2968,302,2666,5.43,75,26,318,39,24,15,0,0,0,0,0,0,0,46,48,12,17,1,0,60,2724,45.4,67,4,23,0,40.4,27,223,8,5
2014,PITT,154,2054,13.34,53,15,10,95,9.5,31,0,224,115,339,2,16,50,51,16,21,0,0,3,4,6,7,6,9,1,1,52,98,41,909,22.17,0,64,0,79,4907,62.11,75,37,5,36,716,1,306,188,61.44,2417,7.9,17,5.56,7,2.29,53,21,148,211.87,22,172,7.82,21,45,0,588,3498,233,3265,5.55,74,35,368,45,32,13,0,0,0,0,0,0,0,50,51,16,21,0,0,50,2003,40.06,51,4,21,0,37.1,14,66,6,7
2014,SYR,174,1972,11.33,51,5,8,91,11.38,42,2,168,73,241,4,34,20,21,17,23,0,0,7,8,5,7,3,6,2,2,50,71,35,637,18.2,0,31,0,46,2690,58.48,65,9,4,32,637,1,382,207,54.19,2204,5.77,6,1.57,17,4.45,51,22,164,128.13,20,167,8.35,23,27,0,362,1965,164,1801,4.98,86,9,125,9,6,3,0,0,0,0,0,0,0,20,21,17,23,0,0,75,3182,42.43,60,4,23,1,36.5,23,329,3,9
2014,UNC,296,3375,11.4,91,27,12,232,19.33,100,3,245,136,381,3,18,52,54,6,13,1,1,4,4,1,5,0,3,0,0,30,70,49,1046,21.35,1,74,0,76,4868,64.05,65,43,0,34,592,0,509,315,61.89,3619,7.11,29,5.7,13,2.55,91,28,215,454.08,38,173,4.55,10,31,0,475,2386,344,2042,4.3,52,26,348,46,24,22,0,0,0,0,0,0,0,52,54,6,13,1,0,64,2628,41.06,56,3,25,0,39.2,14,58,6,7
2014,UVA,234,2707,11.57,54,17,15,130,8.67,69,3,288,275,563,21,129,34,35,22,27,1,1,10,10,6,6,5,7,0,3,47,100,37,885,23.92,0,86,0,66,4060,61.52,65,29,4,32,602,1,430,248,57.67,2837,6.6,18,4.19,16,3.72,54,15,124,144.4,26,115,4.42,17,20,0,400,1771,101,1670,4.18,48,11,196,16,6,10,0,0,0,0,0,0,0,34,35,22,27,0,0,58,2464,42.48,62,8,15,2,34.2,24,251,5,7
2014,VT,232,2546,10.97,50,19,11,177,16.09,63,2,258,196,454,15.5,109,33,34,20,28,0,0,10,10,6,8,4,6,0,4,49,93,37,702,18.97,0,58,0,64,3841,60.02,65,15,2,46,937,0,455,271,59.56,2826,6.21,19,4.18,15,3.3,50,34,279,151.58,45,315,7,13,38,0,397,1957,91,1866,4.7,42,10,257,27,10,16,0,0,0,0,0,1,0,33,34,20,28,1,0,83,3314,39.93,60,4,22,0,37.9,29,89,7,6
2014,WF,196,1842,9.4,36,11,5,64,12.8,32,0,90,57,147,1,3,19,19,15,19,0,0,4,4,8,10,2,3,1,2,50,64,36,674,18.72,0,56,0,42,2602,61.95,65,14,3,25,515,0,385,225,58.44,2116,5.5,12,3.12,14,3.64,46,49,352,125.28,19,155,8.16,20,32,1,260,799,147,652,2.51,36,4,148,14,4,10,0,0,0,0,0,0,0,19,19,15,19,0,0,81,3535,43.64,73,0,27,0,42.5,15,89,3,9
2013,BC,112,1295,11.56,74,9,8,130,16.25,49,0,295,167,462,6,18,40,41,20,20,1,1,7,7,6,6,4,4,2,2,52,100,47,946,20.13,3,98,1,74,4747,64.15,73,51,2,21,425,0,267,164,61.42,2012,7.54,17,6.37,8,3,74,23,150,113.15,19,194,10.21,13,34,0,509,3017,251,2766,5.43,80,24,286,31,20,9,1,0,0,1,0,0,0,40,41,20,20,0,0,75,3129,41.72,67,9,22,1,36.7,28,157,7,6
2013,CLEM,289,3859,13.35,96,34,16,84,5.25,37,1,198,93,291,9,55,66,67,14,16,0,0,4,5,5,6,4,4,1,1,51,108,29,545,18.79,3,35,0,95,5759,60.62,65,40,4,48,933,0,493,341,69.17,4330,8.78,39,7.91,12,2.43,96,35,209,79.62,28,258,9.21,29,45,0,518,2579,322,2257,4.36,48,26,417,53,23,30,0,0,0,0,0,0,0,60,61,13,14,0,0,56,2205,39.38,56,0,22,0,37.8,15,87,10,2
2013,DUKE,266,3187,11.98,75,23,18,216,12,45,2,262,198,460,2,12,58,58,13,19,1,1,4,4,5,7,1,4,2,3,53,97,36,890,24.72,1,100,2,81,5017,61.94,65,23,3,54,1113,0,470,298,63.4,3474,7.39,26,5.53,19,4.04,75,17,93,97.55,29,423,14.59,19,82,2,521,2681,154,2527,4.85,56,28,433,56,27,23,2,2,2,0,0,0,0,58,58,13,19,0,0,69,2943,42.65,72,6,21,0,37.8,20,217,10,4
2013,FSU,252,4064,16.13,94,38,22,340,15.45,79,4,292,165,457,16.5,134,94,94,21,22,0,0,10,10,2,2,8,9,1,1,53,157,31,873,28.16,0,100,2,128,7754,60.58,65,47,6,70,1301,0,441,288,65.31,4423,10.03,42,9.52,13,2.95,94,33,228,136.1,34,340,10,30,28,0,484,3137,274,2863,5.92,74,41,649,82,39,41,2,0,0,0,0,0,0,94,94,21,22,0,0,42,1725,41.07,59,2,12,0,34.5,14,237,14,0
2013,GT,61,1183,19.39,72,9,14,255,18.21,95,2,306,119,425,15,99,60,61,10,14,0,0,1,1,4,6,5,7,0,0,49,90,40,881,22.03,0,59,0,83,5193,62.57,66,33,4,45,968,0,203,92,45.32,1695,8.35,12,5.91,13,6.4,72,13,82,14.48,19,158,8.32,18,25,0,692,4125,277,3848,5.56,65,46,371,48,37,11,0,0,0,0,0,0,0,53,54,10,14,0,0,45,1902,42.27,66,3,15,0,37.6,17,152,7,6
2013,LOU,302,4027,13.33,69,33,16,191,11.94,70,2,189,78,267,2,12,55,57,20,25,2,2,7,9,9,10,2,3,0,1,43,115,28,636,22.71,0,93,1,90,5398,59.98,195,17,4,68,1540,0,439,311,70.84,4082,9.3,33,7.52,4,0.91,69,26,188,185.6,27,206,7.63,14,29,1,444,2234,303,1931,4.35,77,18,418,51,16,32,1,0,1,0,0,1,0,52,54,20,24,0,0,39,1605,41.15,54,5,11,1,37.2,13,15,12,1
2013,MIA,190,3056,16.08,84,23,18,250,13.89,81,2,180,81,261,8,69,57,57,13,17,0,0,4,5,7,7,2,5,0,0,49,96,60,1505,25.08,0,95,1,83,5240,63.13,68,38,2,42,833,0,384,226,58.85,3452,8.99,25,6.51,14,3.65,84,17,147,161.33,26,305,11.73,10,79,1,382,2247,99,2148,5.62,73,25,372,46,25,19,1,1,0,0,0,0,0,57,57,13,17,0,0,53,2498,47.13,71,9,19,1,39.3,16,196,9,4
2013,NCST,225,2590,11.51,80,13,12,146,12.17,37,1,219,179,398,2,16,31,31,19,23,1,1,9,9,4,5,5,7,0,1,48,88,44,835,18.98,2,49,0,58,3528,60.83,65,29,2,26,674,1,423,249,58.87,2890,6.83,14,3.31,15,3.55,80,34,193,199.47,21,275,13.1,22,73,2,505,2324,295,2029,4.02,72,14,208,20,8,10,0,2,0,0,0,0,0,31,31,19,23,0,0,67,2824,42.15,66,7,19,0,38.2,22,122,3,9
2013,PITT,216,2841,13.15,69,18,7,79,11.29,40,0,174,86,260,1.5,4,40,41,14,18,0,0,6,7,3,5,5,6,0,0,47,82,49,1077,21.98,0,50,0,67,4018,59.97,65,13,1,53,1139,1,400,244,61,3074,7.69,21,5.25,9,2.25,69,43,361,140.65,16,169,10.56,20,56,1,355,1920,80,1840,5.18,45,16,312,38,19,18,0,1,0,0,0,0,0,40,41,14,18,1,0,70,3008,42.97,57,9,19,0,34.8,24,390,7,6
2013,SYR,196,1904,9.71,65,8,14,132,9.43,47,0,204,91,295,7,48,32,36,11,17,1,1,1,1,6,8,3,7,0,0,44,65,37,722,19.51,0,49,0,62,3551,57.27,66,12,2,45,760,0,405,242,59.75,2366,5.84,13,3.21,17,4.2,65,18,109,210.68,33,258,7.82,27,70,0,521,2722,200,2522,4.84,67,25,227,28,23,5,0,0,0,0,0,0,0,27,29,10,15,1,0,75,3161,42.15,75,6,21,0,37.6,28,222,7,6
2013,UNC,260,3239,12.46,79,24,13,95,7.31,62,1,182,104,286,9.5,81,49,51,14,19,0,0,7,7,6,7,1,5,0,0,40,91,49,1166,23.8,1,99,2,81,5073,62.63,65,23,1,57,1317,1,453,283,62.47,3606,7.96,28,6.18,11,2.43,79,21,166,381,30,544,18.13,20,86,5,429,2104,118,1986,4.63,63,17,348,43,15,21,2,5,0,0,0,0,0,46,48,14,19,1,0,65,2793,42.97,76,6,25,1,39.7,18,52,7,6
2013,UVA,250,2304,9.22,54,9,10,38,3.8,21,0,91,52,143,1,1,24,25,15,19,1,1,6,6,6,7,1,4,1,1,53,69,54,1003,18.57,1,48,0,52,3201,61.56,65,17,0,35,783,0,502,277,55.18,2542,5.06,9,1.79,17,3.39,54,24,187,90.35,33,235,7.12,26,45,0,460,2138,226,1912,4.16,61,18,177,18,14,4,0,0,0,0,0,0,0,24,25,15,19,0,0,85,3500,41.18,77,7,23,0,36.9,21,222,2,10
2013,VT,227,2961,13.04,83,16,19,94,4.95,37,1,209,125,334,8,62,32,34,15,26,0,0,4,5,6,11,4,8,1,2,56,77,33,690,20.91,0,88,0,60,3707,61.78,65,17,0,43,899,1,432,243,56.25,3071,7.11,16,3.7,15,3.47,83,32,243,127.43,44,206,4.68,11,43,1,459,1844,292,1552,3.38,77,17,206,25,14,10,0,0,0,1,0,0,0,24,26,10,16,1,0,78,3442,44.13,64,8,24,0,37.2,33,384,8,5
2013,WF,189,2119,11.21,66,12,10,121,12.1,49,0,227,107,334,1.5,7,26,26,8,12,0,0,3,4,4,5,0,1,1,2,51,50,21,366,17.43,0,43,0,47,2917,62.06,72,9,0,37,844,1,412,219,53.16,2359,5.73,14,3.4,14,3.4,66,23,176,96.83,21,126,6,15,23,0,362,1374,293,1081,2.99,28,11,146,16,9,7,0,0,0,0,0,0,0,26,26,8,12,0,0,86,3416,39.72,59,6,23,0,36.4,20,169,4,8
2012,BC,225,2822,12.54,NULL,17,10,80,8,NULL,0,197,135,332,0,0,24,24,18,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,49,859,17.53,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,472,256,54.24,3107,6.58,18,3.81,13,2.75,NULL,NULL,NULL,157.03,13,282,21.69,NULL,NULL,1,275,1375,84,1291,4.69,NULL,7,188,18,5,12,0,1,0,0,0,0,0,24,24,18,20,1,0,57,2394,42,NULL,NULL,NULL,0,NULL,NULL,NULL,2,10
2012,CLEM,299,4021,13.45,NULL,39,13,136,10.46,NULL,1,261,156,417,14,99,60,62,19,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117,35,717,20.49,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,473,318,67.23,4181,8.84,40,8.46,14,2.96,NULL,NULL,NULL,160.87,23,99,4.3,NULL,NULL,0,566,2788,314,2474,4.37,NULL,26,477,60,24,36,0,0,0,0,0,0,0,57,59,18,19,3,0,48,1880,39.17,NULL,NULL,NULL,0,NULL,NULL,NULL,11,2
2012,DUKE,341,3574,10.48,NULL,26,11,86,7.82,NULL,2,235,201,436,7.5,52,46,47,20,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106,57,1043,18.3,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,550,352,64,3691,6.71,27,4.91,12,2.18,NULL,NULL,NULL,140.7,23,359,15.61,NULL,NULL,2,384,1761,59,1702,4.43,NULL,17,358,42,17,23,0,0,1,0,1,0,0,46,47,20,23,0,0,67,2991,44.64,NULL,NULL,NULL,0,NULL,NULL,NULL,6,7
2012,FSU,277,3599,12.99,NULL,23,11,172,15.64,NULL,0,152,71,223,0,0,65,66,25,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,140,31,764,24.65,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,426,288,67.61,3714,8.72,24,5.63,10,2.35,NULL,NULL,NULL,163.2,37,536,14.49,NULL,NULL,3,501,3207,299,2908,5.8,NULL,40,532,65,40,23,0,2,0,0,0,0,0,65,66,25,30,1,0,47,1798,38.26,NULL,NULL,NULL,0,NULL,NULL,NULL,12,2
2012,GT,61,993,16.28,NULL,7,15,132,8.8,NULL,1,339,209,548,17,107,57,60,11,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,44,1050,23.86,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,192,102,53.13,1818,9.47,12,6.25,8,4.17,NULL,NULL,NULL,24.48,20,252,12.6,NULL,NULL,0,796,4640,261,4379,5.5,NULL,48,402,53,45,8,0,0,0,0,0,0,0,55,57,9,14,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,7
2012,LOU,302,3819,12.65,NULL,27,11,89,8.09,NULL,1,280,227,507,8,64,41,45,18,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,35,606,17.31,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,453,307,67.77,3849,8.5,27,5.96,8,1.77,NULL,NULL,NULL,125.85,21,113,5.38,NULL,NULL,0,447,1974,351,1623,3.63,NULL,23,401,51,23,27,0,0,1,0,0,0,0,41,45,18,23,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,2
2012,MIA,242,3332,13.77,NULL,22,11,123,11.18,NULL,1,264,136,400,2,16,42,42,19,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99,44,1242,28.23,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,447,264,59.06,3545,7.93,23,5.15,7,1.57,NULL,NULL,NULL,183.34,17,118,6.94,NULL,NULL,0,359,1902,171,1731,4.82,NULL,19,335,39,18,19,2,0,0,0,0,0,0,42,42,19,25,1,0,54,2187,40.5,NULL,NULL,NULL,0,NULL,NULL,NULL,7,5
2012,NCST,315,3887,12.34,NULL,31,16,192,12,NULL,1,279,151,430,3,11,44,46,13,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,52,1219,23.44,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,565,330,58.41,4031,7.13,31,5.49,17,3.01,NULL,NULL,NULL,65.35,32,319,9.97,NULL,NULL,1,402,1749,91,1658,4.12,NULL,10,311,38,10,25,2,1,0,0,0,0,0,44,46,13,23,0,0,74,2882,38.95,NULL,NULL,NULL,0,NULL,NULL,NULL,7,6
2012,PITT,258,3341,12.95,NULL,21,15,158,10.53,NULL,0,259,146,405,2.5,15,40,40,20,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,41,939,22.9,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,395,258,65.32,3341,8.46,21,5.32,3,0.76,NULL,NULL,NULL,237.05,22,226,10.27,NULL,NULL,1,481,2144,390,1754,3.65,NULL,19,322,37,18,19,0,0,0,0,0,0,0,40,40,20,27,0,0,61,2548,41.77,NULL,NULL,NULL,0,NULL,NULL,NULL,6,7
2012,SYR,294,3754,12.77,NULL,25,9,106,11.78,NULL,1,267,126,393,5.5,36,43,43,15,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,39,735,18.85,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,472,295,62.5,3757,7.96,26,5.51,10,2.12,NULL,NULL,NULL,155.25,26,129,4.96,NULL,NULL,0,543,2650,195,2455,4.52,NULL,21,386,49,21,26,0,0,1,1,0,0,0,43,43,15,23,2,0,53,2035,38.4,NULL,NULL,NULL,0,NULL,NULL,NULL,8,5
2012,UNC,271,3338,12.32,NULL,28,16,180,11.25,NULL,2,226,134,360,3.5,20,56,56,17,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107,49,1139,23.24,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,440,287,65.23,3501,7.96,29,6.59,7,1.59,NULL,NULL,NULL,181,35,496,14.17,NULL,NULL,2,443,2538,179,2359,5.33,NULL,28,451,57,27,26,1,2,0,1,0,0,0,56,56,17,22,1,0,50,2152,43.04,NULL,NULL,NULL,0,NULL,NULL,NULL,8,4
2012,UVA,252,2933,11.64,NULL,18,4,77,19.25,NULL,0,84,69,153,2,18,32,32,11,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,55,1152,20.95,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,473,276,58.35,3216,6.8,23,4.86,15,3.17,NULL,NULL,NULL,127.3,23,89,3.87,NULL,NULL,0,413,1826,287,1539,3.73,NULL,10,197,22,5,17,0,0,0,0,0,0,0,32,32,11,17,0,0,66,2677,40.56,NULL,NULL,NULL,0,NULL,NULL,NULL,4,8
2012,VT,195,2845,14.59,NULL,17,13,100,7.69,NULL,0,155,69,224,1,8,34,36,20,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94,45,1082,24.04,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,436,224,51.38,3002,6.89,18,4.13,17,3.9,NULL,NULL,NULL,6.33,35,384,10.97,NULL,NULL,1,490,2265,313,1952,3.98,NULL,18,276,30,15,15,0,0,0,0,0,0,0,34,36,20,25,1,0,79,3204,40.56,NULL,NULL,NULL,0,NULL,NULL,NULL,7,6
2012,WF,229,2373,10.36,NULL,13,11,45,4.09,NULL,1,241,187,428,6.5,39,27,28,5,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42,39,644,16.51,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,426,238,55.87,2412,5.66,13,3.05,7,1.64,NULL,NULL,NULL,236.36,16,156,9.75,NULL,NULL,0,300,1347,86,1261,4.2,NULL,12,198,26,13,13,0,0,0,0,0,0,0,27,28,5,9,0,0,95,3867,40.71,NULL,NULL,NULL,0,NULL,NULL,NULL,5,7
2011,BC,156,1871,11.99,NULL,12,13,128,9.85,NULL,1,282,231,513,5.5,30,26,27,10,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56,46,921,20.02,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,322,173,53.73,2014,6.25,12,3.73,10,3.11,NULL,NULL,NULL,124.5,15,78,5.2,NULL,NULL,0,383,1766,93,1673,4.37,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69,2657,38.51,NULL,NULL,NULL,0,NULL,NULL,NULL,4,8
2011,CLEM,295,3827,12.97,NULL,33,14,270,19.29,NULL,1,298,149,447,5,37,52,53,22,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118,62,1407,22.69,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,524,311,59.35,3952,7.54,33,6.3,12,2.29,NULL,NULL,NULL,83.98,13,90,6.92,NULL,NULL,0,511,2591,321,2270,4.44,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,2717,41.8,NULL,NULL,NULL,0,NULL,NULL,NULL,10,4
