age,gender,covid_distancing,covid_masks,vaccinated,self_rated_mental_health,ethnicity,hours,occupation,work location,income,educational_attainment
2,1,1,2,0,1,6,8,5,3,3,3
2,1,2,2,0,1,3,35,4,2,1,3
3,1,2,2,2,1,6,20,4,2,1,3
2,2,1,2,1,0,3,30,9,2,2,2
1,1,2,2,2,1,3,3,4,2,1,3
1,1,1,1,1,1,4,25,3,2,1,1
1,1,1,2,1,0,3,30,2,2,2,2
2,1,2,2,2,1,6,9,4,2,2,3
1,1,2,2,2,1,1,64,5,1,4,2
1,2,1,1,1,1,2,5,2,2,1,3
2,1,1,2,0,1,6,8,5,3,3,3
4,1,2,2,1,1,6,40,5,3,3,3
2,2,1,1,1,1,6,5,4,3,2,3
1,2,2,1,1,1,6,36,7,2,1,2
2,1,1,2,0,1,6,48,9,1,2,2
2,2,1,1,2,1,2,50,5,2,1,2
2,1,2,2,0,0,6,50,4,3,4,3
2,1,1,1,2,1,6,50,10,2,2,3
2,2,2,1,1,1,6,6,1,2,1,3
1,1,1,2,0,1,6,10,5,2,3,3
1,2,0,2,2,1,6,8,10,2,3,2
2,1,1,0,2,1,4,30,2,2,1,2
2,1,1,2,0,1,6,8,5,3,3,3
2,1,2,2,0,1,1,30,9,1,1,1
3,2,2,2,1,1,6,8,9,2,1,3
2,1,2,2,2,1,1,5,3,2,3,3
3,2,2,2,1,0,3,37.5,3,2,3,3
2,2,1,2,1,1,3,25,4,2,2,2
2,2,1,1,2,1,6,26,4,2,3,2
2,1,1,2,1,1,1,6,7,3,2,2
2,2,1,2,1,1,6,7,5,2,2,3
1,1,1,2,0,1,6,40,1,2,2,2
1,1,1,2,1,1,6,6,1,2,1,2
1,2,2,2,2,1,6,40,4,2,1,1
2,2,1,1,1,1,6,48,8,2,2,2
5,2,1,2,1,1,6,2,2,3,2,2
2,1,1,2,0,1,6,48,9,1,2,2
2,1,2,2,2,1,1,4,3,2,1,3
2,1,2,2,2,1,6,25,4,2,4,2
3,2,2,2,1,0,6,50,4,2,4,2
2,1,2,2,1,0,6,12,6,3,2,3
4,2,2,2,0,0,6,40,5,2,2,3
2,2,1,1,2,1,4,5,3,2,1,2
2,1,1,2,2,1,1,4,3,2,3,3
2,1,1,2,0,1,6,8,5,3,3,3
1,1,1,2,1,1,5,40,7,2,2,3
1,1,2,2,2,1,6,30,2,2,4,2
1,2,2,1,1,1,4,8,7,2,2,2
2,1,2,2,0,1,6,4,5,2,3,3
1,2,2,2,1,1,6,6,4,2,2,3
1,2,1,1,1,1,1,8,5,2,1,2
1,1,1,1,2,1,3,28,7,2,3,2
1,2,1,1,0,1,6,5,9,2,1,3
1,2,1,1,0,1,6,5,9,2,1,3
1,2,1,1,0,1,6,5,9,2,1,3
4,1,1,2,1,1,4,35,3,2,2,2
1,2,2,2,1,1,6,4,9,2,1,2
3,1,1,2,1,0,6,40,5,2,2,3
1,1,1,2,0,1,6,9,9,2,2,3
2,3,2,2,2,1,2,12,10,2,2,3
3,1,1,2,1,1,6,5,7,2,1,3
1,1,2,2,1,0,2,60,9,3,4,3
1,2,1,1,1,1,6,10,9,2,2,2
1,1,1,2,1,1,6,7,2,2,1,3
2,1,2,2,1,1,3,6,6,2,3,3
1,2,1,2,0,1,6,6,10,2,1,3
3,2,0,2,0,0,6,60,8,2,3,2
1,2,1,2,0,1,6,6,10,2,1,3
1,2,1,2,0,1,6,6,10,2,1,3
1,2,1,2,0,1,6,6,10,2,1,3
1,2,1,2,0,1,6,6,10,2,1,3
1,2,1,2,0,1,6,6,10,2,1,3
1,2,1,2,0,1,6,6,10,2,1,3
1,1,1,1,1,1,6,30,9,2,3,3
4,1,2,2,2,1,6,3,2,2,3,2
1,1,1,2,2,1,3,40,7,2,3,2
2,2,2,2,1,1,4,33,9,2,1,2
2,2,2,1,1,1,3,40,8,2,2,1
3,2,2,2,1,0,6,35,5,2,2,3
2,2,2,1,1,0,1,6,3,2,2,2
1,1,1,2,1,1,4,30,2,2,2,2
1,1,2,2,0,1,6,48,3,2,1,2
1,1,1,2,1,1,6,7,3,2,1,3
1,1,2,1,2,1,1,3,2,2,1,2
1,1,2,2,1,1,3,35,2,2,4,3
1,2,2,2,0,1,5,20,5,3,1,3
1,2,1,2,0,0,6,16,5,1,2,3
2,2,1,1,1,1,2,10,2,2,2,3
2,2,2,2,2,1,6,2,9,2,1,1
2,1,1,2,1,1,6,40,4,2,3,2
2,1,1,2,1,1,6,40,4,2,3,2
2,2,2,2,1,1,6,35,3,2,2,3
3,1,1,2,1,1,2,38,2,2,2,2
2,1,1,2,1,1,6,3,3,2,2,2
3,1,1,1,0,1,6,50,9,2,4,3
4,1,1,2,2,1,2,30,2,2,2,3
2,1,1,2,1,1,5,8,2,2,1,1
2,2,2,2,1,1,2,30,9,2,4,3
1,1,2,1,2,0,4,28,3,2,2,3
1,2,2,2,1,1,3,6,1,2,3,2
4,1,1,2,1,1,5,35,7,2,1,2
2,1,0,1,2,1,1,5,7,2,1,2
2,1,1,1,1,1,6,5,8,2,4,3
1,2,2,1,1,1,1,40,9,2,2,3
2,1,1,2,1,1,1,20,10,2,3,2
3,2,2,2,2,0,6,40,5,3,3,3
5,2,2,2,1,1,6,20,5,3,4,3
1,1,1,1,1,1,6,10,2,2,2,2
2,2,0,2,1,1,6,49,3,2,1,2
1,2,2,2,1,1,1,34,9,2,1,2
1,1,1,2,0,1,1,33,9,2,3,3
1,1,1,2,0,0,6,15,5,2,4,1
1,1,2,2,2,1,1,8,4,2,1,2
4,2,2,2,1,0,6,37.5,2,2,2,2
1,2,2,2,1,1,6,8,9,1,1,2
1,2,2,1,1,1,6,3,4,2,3,3
2,2,2,2,0,1,6,65,3,2,1,3
1,1,2,2,1,1,6,45,2,2,2,3
2,2,2,1,2,1,2,3,3,2,1,2
1,3,1,2,2,1,6,30,3,2,3,3
1,1,1,2,1,1,6,8,2,2,4,2
2,1,1,2,2,0,1,25,10,2,1,1
1,1,2,2,2,1,6,25,5,2,4,2
2,1,1,2,1,1,1,4,7,2,1,2
2,2,1,2,0,0,2,30,9,2,3,3
2,2,2,2,0,1,6,40,5,1,2,1
3,1,1,2,2,1,6,40,3,2,3,2
1,1,1,1,1,1,6,30,9,2,3,3
1,1,1,1,1,1,6,30,9,2,3,3
1,1,1,1,1,1,6,30,9,2,3,3
1,1,1,1,1,1,6,30,9,2,3,3
1,1,1,1,1,1,6,30,9,2,3,3
1,1,1,1,1,1,6,30,9,2,3,3
1,1,1,1,1,1,6,30,9,2,3,3
1,1,2,2,2,1,6,24,3,2,4,3
1,1,1,1,1,1,6,30,9,2,3,3
1,1,1,2,1,1,1,2,3,2,1,3
1,1,1,1,1,1,6,30,9,2,3,3
1,2,2,2,1,1,6,40,4,2,3,3
2,2,1,1,1,1,6,40,5,2,2,3
2,1,0,0,2,1,6,6,1,2,2,2
4,2,2,2,0,0,5,2,10,3,3,2
2,2,1,2,1,1,6,8,1,2,1,3
2,2,1,2,1,1,6,8,1,2,3,3
2,2,1,2,1,1,6,8,1,2,2,3
2,1,2,2,1,1,6,56,5,2,3,3
2,1,1,1,1,1,6,6,3,2,2,3
2,1,1,2,2,1,1,15,9,2,2,2
2,1,2,1,1,1,6,8,5,2,3,3
1,1,2,2,1,0,6,40,4,1,2,2
2,1,2,2,1,1,5,26,3,2,3,1
2,1,1,2,1,0,2,35,8,2,3,3
2,3,2,2,0,0,6,55,4,2,1,2
2,1,1,1,1,0,5,35,10,2,2,2
2,1,2,1,2,0,2,40,5,2,2,3
2,2,2,2,2,1,6,8,4,2,1,2
2,1,2,2,2,1,6,9,4,2,2,3
2,1,2,2,2,1,6,9,4,2,2,3
2,1,2,2,1,1,1,36,1,3,2,2
2,2,1,2,0,0,6,40,6,3,2,3
3,1,1,2,1,1,6,40,7,2,2,2
1,1,2,1,1,1,1,40,9,2,2,3
2,1,2,2,1,0,5,20,3,2,2,3
2,1,2,2,2,1,1,2,2,2,1,2
2,1,2,2,1,1,6,30,6,2,4,3
2,1,2,2,1,1,2,35,4,2,2,2
4,1,0,0,0,1,6,40,4,1,3,1
1,2,1,2,2,1,6,40,9,2,2,1
1,1,1,2,1,1,2,5,3,2,2,3
3,2,1,2,2,0,6,40,7,2,4,2
1,1,2,2,1,0,6,40,9,2,1,2
1,2,2,1,1,1,6,3,4,2,3,3
2,1,2,1,1,1,6,8,5,2,2,3
4,1,0,0,0,1,6,45,10,1,2,2
1,2,1,2,1,1,6,5,9,2,2,1
1,1,2,2,2,1,3,30,4,3,1,3
1,2,1,2,1,1,6,5,9,2,2,1
1,1,2,2,0,1,6,36,2,2,1,2
1,1,1,2,2,1,5,12,7,2,1,2
2,1,1,2,1,1,6,30,6,2,2,3
1,2,2,2,1,1,2,9,10,2,2,2
5,1,1,0,1,1,6,20,2,3,2,2
5,2,1,2,1,0,6,25,1,1,1,1
4,2,2,2,1,0,6,30,5,3,4,3
3,2,1,2,1,0,6,55,9,2,4,2
1,1,2,2,1,1,3,9,3,2,1,3
2,2,2,1,1,1,6,48,4,2,4,3
1,1,2,2,1,1,3,9,3,2,1,3
2,1,2,2,2,1,6,40,9,2,2,2
1,1,2,2,2,1,6,6,9,2,1,1
1,1,1,1,1,1,6,38,1,2,3,3
1,1,2,2,0,1,6,8,1,2,1,1
1,2,2,2,2,1,5,7,3,2,1,1
2,2,2,2,1,1,2,35,8,2,4,3
2,2,0,2,1,1,2,2,2,2,1,2
1,2,1,2,1,1,6,30,2,2,4,3
1,2,1,2,1,1,6,30,2,2,4,3
1,1,2,2,1,0,6,3,4,2,3,3
1,1,2,2,1,0,6,3,4,2,3,3
1,3,1,2,0,1,6,6,4,2,3,2
3,1,0,0,0,1,5,60,4,2,4,2
1,1,1,2,1,0,6,5,9,2,2,3
2,2,2,2,1,1,5,40,4,2,1,2
1,1,1,2,1,1,6,7,3,2,1,3
1,2,1,2,1,1,6,10,7,2,1,2
1,1,2,1,2,1,3,30,4,3,1,3
1,1,2,2,1,1,6,40,9,2,1,1
2,1,2,1,2,0,5,15,7,2,1,3
3,2,2,2,1,0,6,35,5,3,2,2
5,2,1,2,1,0,6,20,4,3,2,3
1,2,2,2,1,1,1,20,5,2,2,3
1,2,2,1,0,1,2,40,9,3,1,2
2,2,2,2,0,1,1,40,4,2,2,3
2,1,1,2,1,0,6,35,2,2,2,2
4,2,2,2,1,1,6,35,5,3,2,2
2,2,2,2,1,1,6,20,9,2,4,3
1,1,1,2,1,1,6,30,3,2,2,3
1,1,1,2,1,1,5,6,9,2,1,2
3,2,2,2,1,1,6,5,2,3,3,1
5,2,2,2,1,0,6,37.5,3,2,3,1
3,3,0,1,0,1,2,6,8,1,4,3
1,2,1,2,1,1,6,10,7,2,1,3
1,2,1,1,1,1,1,28,5,2,2,2
2,2,2,2,2,1,2,2,2,2,1,2
4,1,2,1,1,0,2,50,7,3,4,3
1,2,2,2,1,1,6,8,4,3,3,3
1,1,2,2,0,1,6,40,4,2,1,3
3,2,2,1,0,1,6,20,10,2,1,2
2,1,1,2,1,1,6,10,3,2,2,2
2,1,1,2,1,1,6,30,6,2,1,3
1,2,2,2,2,1,6,35,3,2,3,2
2,1,2,1,1,1,2,15,9,2,2,3
3,2,2,1,1,1,4,5,5,2,2,2
5,1,1,2,1,1,6,30,4,2,2,2
4,1,1,2,1,1,6,32,9,1,2,1
1,2,2,2,1,0,6,2,9,3,3,1
1,1,2,2,2,1,6,35,4,2,1,3
1,2,1,2,1,1,3,6,9,2,4,2
3,1,1,1,0,1,6,40,4,3,2,2
3,2,1,2,0,0,6,32,5,2,2,1
1,1,1,2,0,1,6,40,2,2,3,3
1,1,1,1,2,1,6,3,1,2,3,3
2,2,2,1,0,0,3,40,2,2,2,2
3,2,2,1,1,1,6,5,5,2,2,3
4,1,2,2,1,0,6,40,4,2,1,1
1,2,2,2,1,1,6,8,9,2,1,2
4,1,1,1,1,1,6,7,8,2,2,1
2,2,1,2,1,1,6,24,2,2,2,2
1,1,2,2,1,0,2,40,9,1,2,3
1,1,0,0,0,1,6,9,3,2,3,3
1,3,2,2,1,1,2,4,9,2,1,3
1,1,1,2,1,1,6,5,2,2,1,3
3,1,2,1,1,1,3,15,10,2,3,3
1,1,1,2,1,1,6,30,2,2,3,3
5,2,2,1,0,1,6,40,2,2,4,2
3,2,2,2,1,1,6,32,5,2,2,2
1,1,1,2,1,1,6,25,5,2,2,3
3,2,2,2,1,1,6,40,5,2,3,3
4,1,2,2,1,1,2,13,6,2,3,3
1,2,1,1,1,1,6,37,5,2,2,3
2,1,1,1,1,1,3,35,7,2,2,2
2,2,2,2,2,1,6,40,4,2,1,2
1,2,1,2,2,1,6,25,2,2,3,3
1,1,2,1,2,1,1,3,2,2,1,2
2,1,2,1,1,1,6,9,1,2,3,3
3,2,1,2,1,1,6,37,2,3,1,3
5,2,2,2,1,0,5,24,5,1,2,2
2,2,2,2,0,1,6,40,3,2,4,3
1,1,2,2,1,1,3,40,2,2,2,1
2,2,2,2,1,1,6,30,5,2,4,3
2,2,2,1,1,1,3,6,5,2,1,2
3,1,1,1,1,0,6,20,9,3,2,3
1,2,1,2,2,1,4,5,4,2,1,2
2,2,1,2,1,1,6,8,1,2,2,2
5,2,2,2,1,0,6,32.5,5,3,3,3
4,2,2,2,1,0,6,35,5,3,1,2
1,1,0,1,1,1,6,35,5,2,3,2
5,2,2,2,1,1,6,32.5,3,3,2,2
1,1,1,1,1,1,3,4,9,3,1,2
4,2,2,2,1,1,6,40,5,1,2,1
4,2,2,2,1,1,6,35,3,2,3,3
2,1,1,2,1,1,6,3,3,2,2,2
2,1,1,2,1,1,6,3,3,2,2,3
2,1,1,2,1,1,6,3,3,2,2,3
2,2,2,2,1,1,5,25,1,2,2,3
5,1,1,1,1,0,6,3,5,3,3,3
1,1,1,2,1,0,2,40,5,3,2,3
2,2,1,2,2,1,6,8,9,2,2,3
1,1,1,1,2,1,6,35,9,2,3,3
3,2,2,2,2,0,6,20,5,2,1,2
2,1,1,0,2,0,2,4,2,2,1,2
1,2,1,2,1,1,6,6,4,2,1,2
1,1,2,2,0,0,6,30,9,1,3,1
3,2,2,2,0,1,6,50,9,1,3,1
1,2,2,2,1,1,6,14,3,2,2,2
2,1,2,2,2,1,6,30,1,2,1,3
2,2,1,0,2,1,6,40,5,2,2,2
2,1,2,2,1,1,6,35,4,2,3,3
2,1,1,2,0,1,2,50,6,2,2,3
3,1,1,1,2,1,6,28,3,3,2,3
5,1,2,2,1,0,6,37.5,5,3,3,3
5,2,1,2,1,0,6,25,9,3,2,3
1,1,1,1,2,1,6,5,8,2,2,2
2,1,2,2,1,1,6,56,7,2,4,3
2,1,1,2,1,0,5,10,1,2,1,1
2,2,1,0,2,1,6,42,4,2,2,3
2,2,1,2,0,0,6,40,3,2,4,3
4,2,1,2,1,0,6,20,2,2,2,3
1,2,1,2,0,1,5,15,9,1,1,3
2,2,1,2,1,1,6,40,1,3,4,3
3,2,2,2,0,0,6,6,9,1,1,1
2,3,2,2,0,1,2,8,1,2,2,3
5,1,1,1,0,1,6,40,10,1,2,3
5,1,2,2,2,0,6,2,8,1,2,2
3,1,2,1,2,0,6,35,3,1,1,1
3,3,2,2,1,1,5,35,5,2,3,3
1,1,2,2,2,1,6,60,7,2,2,2
4,2,2,2,1,0,3,40,3,1,1,2
4,1,0,1,0,1,6,40,10,1,2,1
5,1,1,1,1,1,6,10,7,2,2,3
1,1,0,1,1,1,6,30,2,2,2,2
1,1,2,1,1,1,6,6,9,2,2,2
1,1,1,1,1,1,6,8,7,2,2,3
2,2,2,2,0,0,6,40,5,3,3,3
3,2,1,2,1,1,6,2,5,2,2,2
4,2,2,2,1,1,6,35,5,1,3,3
2,1,2,2,0,0,4,8,8,2,1,2
3,2,1,2,1,1,6,35,9,2,2,2
4,3,0,1,0,1,5,20,5,1,2,3
1,2,2,2,0,0,6,16,5,1,3,3
1,1,2,2,1,1,3,5,5,2,3,2
2,1,2,2,1,0,1,60,9,2,2,1
1,2,2,2,1,1,6,35,9,2,3,3
2,1,1,1,2,0,6,33,7,2,2,3
5,2,2,2,0,1,6,40,9,1,2,3
2,1,1,2,2,1,1,15,9,2,2,2
2,1,2,1,1,1,6,9,1,2,2,3
4,2,1,2,1,1,6,50,5,2,4,3
1,2,2,2,1,1,6,30,2,2,4,3
2,2,1,2,0,0,6,50,3,2,1,3
2,1,1,2,1,1,6,80,3,2,1,2
1,1,1,1,2,1,6,25,4,2,1,2
1,1,2,2,1,0,6,5,1,3,4,1
4,1,1,2,1,0,6,40,10,1,3,1
1,2,2,2,1,0,5,32,3,1,2,3
2,1,2,2,1,1,4,48,4,2,4,3
1,1,1,2,1,1,2,3,7,2,1,2
3,2,2,2,1,1,6,10,5,3,1,3
1,2,1,2,2,1,6,30,4,2,2,3
5,1,1,1,1,0,6,70,8,3,1,3
2,2,0,1,2,1,6,7,8,2,2,3
4,1,1,2,0,1,3,30,3,2,2,3
1,2,1,2,1,1,1,30,3,2,4,3
2,1,1,1,2,1,6,20,9,2,3,2
2,1,2,2,1,1,6,7,10,2,3,3
1,2,2,0,0,0,5,37.5,9,1,1,2
1,2,1,2,1,1,6,5,9,2,2,1
5,2,1,2,2,1,6,20,3,3,3,3
2,1,2,2,2,1,2,6,8,2,4,3
3,2,1,2,1,0,6,40,5,2,3,3
1,2,1,2,1,1,1,40,9,2,2,3
3,2,2,2,2,1,6,19,3,2,3,1
1,2,0,1,0,0,5,16,9,1,1,1
1,2,1,2,1,1,5,8,3,2,1,2
1,1,1,2,1,1,5,30,7,2,1,3
2,1,2,1,2,1,6,30,2,2,4,2
1,1,1,0,1,1,6,35,7,2,2,3
2,2,2,2,1,1,6,48,4,2,3,3
3,2,1,2,0,1,6,40,3,1,2,1
3,1,2,2,1,1,3,7,3,2,1,3
5,1,2,2,1,0,6,6,9,1,1,2
2,2,2,2,1,0,6,40,4,1,1,3
1,1,1,2,1,1,6,35,2,2,4,3
4,2,2,2,1,0,6,25,5,3,1,3
3,1,2,2,0,1,6,20,9,2,1,1
1,1,2,1,1,1,1,40,9,2,2,3
5,2,2,2,1,1,2,20,4,3,3,3
1,2,2,2,1,1,6,45,5,3,2,3
2,2,2,2,1,0,6,35,5,2,3,3
5,2,2,2,1,1,6,40,4,2,3,2
1,1,1,0,1,1,6,5,4,2,1,3
4,2,1,2,2,1,6,35,3,2,3,3
1,1,1,2,0,1,6,10,5,2,3,3
4,2,1,1,0,1,5,40,9,1,4,2
1,1,2,1,1,1,5,39,10,3,2,3
1,1,2,2,1,1,1,10,9,2,2,2
4,2,1,2,1,1,6,5,3,2,1,3
1,1,1,2,2,1,6,20,2,2,3,3
5,1,2,2,0,0,6,45,8,2,3,1
2,2,2,2,2,1,6,8,9,2,1,2
1,1,2,2,2,1,6,35,7,2,4,3
4,2,1,2,1,0,6,40,5,1,3,3
2,2,2,2,1,1,3,8,2,2,3,2
5,2,2,2,2,1,6,37,2,3,2,2
5,1,2,1,1,0,6,5,5,3,1,3
5,2,2,2,1,1,6,15,5,2,3,3
2,2,2,2,0,1,6,40,4,2,1,3
1,1,1,2,1,1,6,6,8,2,2,2
1,1,0,1,1,1,6,30,2,2,2,2
4,1,2,2,1,0,6,40,2,2,4,3
1,1,1,1,0,1,4,8,10,2,2,2
2,2,2,2,0,1,6,28,3,3,2,3
5,1,2,2,1,1,6,10,5,3,1,3
1,2,1,2,1,1,6,35,9,2,3,2
1,2,2,2,0,1,6,2,5,3,3,1
2,1,2,2,1,0,2,49,5,1,2,3
2,1,2,1,1,1,6,15,5,2,2,3
4,2,1,2,0,0,6,50,4,3,2,3
1,1,2,2,0,1,2,40,2,3,3,3
2,1,2,2,0,1,6,37.5,5,3,4,3
5,1,1,2,2,1,5,2,5,3,3,3
4,2,2,2,1,0,3,35,9,1,2,2
1,1,0,2,1,1,2,40,9,2,1,1
1,3,1,2,0,1,6,6,4,2,3,2
3,1,2,2,1,1,2,37.5,9,3,1,1
4,1,0,1,2,0,6,40,9,2,3,2
4,1,2,2,1,0,6,40,5,3,2,3
3,1,2,2,1,1,6,30,4,2,1,1
1,2,1,1,0,0,6,4,5,2,1,1
3,1,1,1,1,0,6,40,9,1,2,3
1,1,2,1,1,1,5,5,2,2,1,2
1,1,1,2,1,1,6,6,8,2,2,2
5,2,1,1,0,0,6,50,4,2,2,1
1,2,1,2,2,1,1,8,5,2,2,1
5,2,1,2,2,1,6,26,3,1,3,3
1,1,2,2,1,1,6,3,5,2,1,3
1,1,2,2,1,1,6,3,5,2,1,3
3,2,2,2,1,0,6,20,1,3,2,3
2,1,2,2,2,1,6,20,2,2,3,3
1,2,1,1,1,1,3,3,7,3,2,2
1,1,1,2,0,1,6,25,5,2,4,1
4,2,2,2,1,0,6,35,5,2,3,2
5,2,2,2,2,1,6,30,9,1,3,3
3,2,1,2,2,1,6,60,5,2,3,3
2,2,2,2,2,1,5,20,8,2,1,3
2,2,2,2,2,1,6,30,9,2,1,1
1,1,1,1,0,1,6,14,3,3,2,2
2,1,2,2,2,1,2,40,4,3,1,3
5,1,1,2,1,0,6,35,9,1,2,2
1,2,2,2,1,1,6,30,1,2,3,3
1,1,2,2,1,1,1,35,5,2,2,2
2,2,2,2,2,1,6,6,9,2,1,2
1,2,2,2,1,1,1,16,1,2,2,2
3,3,0,1,1,1,2,37,8,1,2,3
2,2,2,2,0,0,6,35,1,3,4,3
1,2,1,2,1,1,6,30,2,2,4,3
1,3,1,2,2,0,2,4,10,2,2,3
4,2,2,2,1,0,6,35,2,3,4,2
5,2,2,2,2,1,6,16,5,1,2,2
5,1,1,2,0,0,6,20,4,3,2,2
5,1,2,2,1,1,3,10,5,2,2,1
1,1,1,1,1,1,6,35,7,2,4,3
4,2,2,2,2,0,6,25,9,1,1,2
3,2,1,2,0,0,6,42.5,9,1,2,2
2,2,1,1,0,1,6,40,5,1,4,3
4,1,1,2,2,1,6,37,3,2,3,3
3,1,2,2,1,1,6,80,5,2,1,3
3,2,1,2,2,0,6,21,9,2,1,3
1,2,2,1,1,1,1,40,9,2,2,3
1,2,1,2,1,1,1,40,7,2,1,3
3,2,2,2,0,0,6,40,3,1,3,2
1,2,0,1,1,1,6,40,2,2,3,2
1,1,2,2,1,1,6,3,5,2,1,3
2,2,0,2,1,1,6,30,2,2,3,2
2,2,2,2,1,1,6,50,4,2,2,3
3,2,1,2,2,1,6,8,3,2,2,3
2,2,2,2,0,0,6,20,9,3,1,3
1,1,1,0,1,1,6,5,4,2,1,3
3,1,2,2,2,1,6,30,6,2,3,2
4,2,2,2,1,0,6,40,4,2,4,3
1,1,1,2,1,1,6,7,3,2,1,3
4,2,2,2,1,1,6,24,6,1,1,1
4,1,0,1,2,0,6,40,9,2,3,2
4,2,2,2,1,0,6,45,5,3,4,3
5,3,2,2,1,1,6,32,8,1,3,2
4,2,2,2,2,0,6,37.5,3,1,3,1
1,2,2,2,2,1,6,10,5,2,3,1
5,1,2,2,2,0,6,35,5,3,2,3
3,1,2,2,1,1,6,18,3,2,2,3
2,1,2,1,1,1,6,15,3,2,2,3
4,2,1,2,1,0,6,48,4,3,3,2
2,1,1,2,2,1,6,35,3,1,3,3
4,2,1,1,1,0,6,30,5,2,2,3
3,3,1,2,1,0,6,40,5,1,2,1
2,1,1,1,2,0,6,40,8,2,2,3
4,2,2,2,1,0,5,25,2,2,1,3
1,1,2,2,1,1,6,3,5,2,1,3
3,1,2,2,2,1,6,24,4,3,1,3
1,1,1,2,1,1,6,35,7,2,2,3
2,1,1,1,1,1,6,35,7,2,3,3
2,1,1,1,1,1,6,30,9,2,3,3
4,1,2,2,2,0,6,60,2,3,4,3
1,2,2,2,0,0,6,40,7,2,2,3
4,1,0,1,2,0,6,40,9,2,3,2
4,2,1,2,1,0,6,10,1,2,1,2
3,2,2,2,1,0,6,30,5,3,2,3
5,1,2,2,1,1,6,47,4,1,3,1
3,2,0,0,1,0,5,7,9,2,2,3
3,1,2,2,2,1,6,6,5,2,3,3
1,1,2,2,2,1,6,35,2,2,4,3
1,1,0,2,2,1,1,35,9,1,2,2
2,2,2,2,1,1,5,36.3,2,2,4,3
2,1,2,2,0,0,2,50,9,1,2,3
5,2,2,2,1,1,6,5,1,2,2,3
2,1,2,2,1,1,6,35,3,2,2,2
1,2,1,1,1,1,6,12,7,2,2,2
2,1,1,1,2,1,5,40,4,2,4,3
1,1,2,1,0,1,6,22,5,2,4,1
1,1,2,1,2,1,6,6,9,2,1,1
1,2,1,2,2,0,5,3,5,2,1,2
2,2,1,2,1,1,2,5,9,2,2,3
1,1,1,2,2,1,2,5,4,2,2,2
2,1,2,2,1,1,6,40,1,2,4,3
2,2,1,2,0,1,6,4,9,2,2,2
1,2,1,2,1,1,5,8,3,2,1,2
1,2,2,1,0,1,6,60,7,3,3,2
2,2,2,2,2,1,6,40,1,2,2,3
2,2,2,2,1,1,5,2,8,2,2,3
3,2,2,2,0,0,6,35,3,2,2,3
5,2,2,2,1,1,6,35,5,3,3,3
3,2,1,2,0,0,6,30,9,2,1,2
1,1,1,2,0,0,6,15,9,2,2,1
3,2,2,2,0,1,6,40,4,3,3,2
4,2,2,2,0,1,6,10,3,2,1,2
3,1,1,1,0,0,6,20,10,2,2,2
2,1,1,1,1,1,2,8,3,2,2,2
